,america,world,american,program,state,job,government,tonight,united,help,may,let,tax,child,economic,year,war,treaty,people,federal,subject,need,budget,public,know
1790,-0.0015075652048568346,-0.0018796148950251958,-0.002437577104305098,-0.0008118162833562361,0.00011123408024931217,-0.0006253873502413487,-2.005812006521679e-06,-0.00048278265369232977,0.00016923064764280313,-0.0006562420386960604,0.0009634398064267216,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.003712406472679046,-0.00017123755049721343,-0.0009201241231850748,1.4927671661626193e-05,-0.0008382184281964598,-0.0009996823461238388,5.5714244240531685e-09,-0.00047502189639533123,0.0012182301161005348,7.53633651092755e-05
1791,-0.0015075652048568346,-0.0018796148950251958,-0.002437577104305098,-0.0008118162833562361,0.0009369263981984636,-0.0006253873502413487,-8.056695244710991e-05,-0.00048278265369232977,0.001924373337182156,-0.0006562420386960604,0.001553447509988011,-0.000629469039588674,3.742359388071744e-06,-0.0006312195625115548,-0.0006589576450885866,-0.0012480630895576649,-0.0006234889072685323,0.0002599807072085883,-0.0006499013618240153,-0.0008382184281964598,-0.00013431746751426543,-0.00014726800148837825,-0.00047502189639533123,0.0010176056313486274,-1.2779474347536694e-05
1792,-0.0015075652048568346,-0.0018796148950251958,-0.002437577104305098,-0.0008118162833562361,-1.7217127701491425e-07,-0.0006253873502413487,-0.0009045198704644326,-0.00048278265369232977,-3.515321887498314e-06,-0.0006562420386960604,0.0001742267550392646,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.0006123437662899074,-0.00015110232908222335,8.83565195109892e-06,-0.0027513235069807312,-0.0008382184281964598,0.0008923761491887458,-0.0010290669756435147,-0.00047502189639533123,0.00012665655113517596,-0.0006197198828708693
1793,-0.0015075652048568346,-0.0005191918334862863,-0.002437577104305098,-0.0008118162833562361,0.0036203276275125493,-0.0006253873502413487,-0.0007955491439904075,-0.00048278265369232977,0.004930955443971558,-0.0006562420386960604,0.0007160841633014558,-0.000629469039588674,-3.9739820310363155e-05,-0.0006312195625115548,-0.0006589576450885866,-0.0005225360611463379,3.864109680419396e-05,0.00018769643214882855,-0.00047772871778490483,-0.0008382184281964598,9.025518244823712e-06,-0.0010290669756435147,-0.00047502189639533123,0.0006483361569782106,-0.0006197198828708693
1794,-0.0015075652048568346,-0.0007706348620560091,-0.0006510116441099293,-0.0008118162833562361,0.0005919649054839477,-0.0006253873502413487,0.00016848768054861436,-0.00048278265369232977,0.0007450251216027531,-0.0006562420386960604,0.0007152477235069141,0.0005053040091530655,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.0022484121734980198,-0.0007530064329075924,-0.00016083925931233953,-0.0008462298201700215,-0.0008382184281964598,-0.00020142588082124318,-0.00021708201383389026,-0.00047502189639533123,-1.3858365604044247e-05,-0.0006197198828708693
1795,-0.0015075652048568346,-0.0018796148950251958,-0.0009335374497069579,-0.0008118162833562361,-2.0713280510891157e-05,-0.0006253873502413487,-0.0002488973154857628,-0.00048278265369232977,-1.8652881060274079e-06,-0.0006562420386960604,0.00036959462328621257,-0.000629469039588674,-0.0008633608964333507,-4.341334903801785e-06,-0.0006589576450885866,-0.001903465877363379,1.977965638865666e-05,0.0006799242364381008,-0.0027513235069807312,-0.0008382184281964598,0.00011352502145698648,1.4367781790954124e-06,-0.00047502189639533123,0.0005362807489001087,-3.267377444065797e-06
1796,-0.0015075652048568346,-0.0018796148950251958,-0.0012065899516260038,-0.0008118162833562361,0.0011000349607392262,-0.0006253873502413487,-6.766006022146539e-05,-0.00048278265369232977,0.0008705998311583885,-0.0006562420386960604,0.0006809709360121902,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.0015263698847612763,0.0008590170203597695,0.0008713070684209011,-0.0008610766798138465,-0.0008382184281964598,0.00020830070498967267,-0.0010290669756435147,-0.00047502189639533123,0.0007075248096632945,-0.0006197198828708693
1797,-0.0015075652048568346,-0.0018796148950251958,-0.0009523330496192909,-0.0008118162833562361,0.0021015954090699324,-0.0006253873502413487,-0.0014933736773104342,-0.00048278265369232977,0.0027908124718767223,-0.0006562420386960604,0.0005460683170202074,-0.000629469039588674,0.00016232689007024447,-0.0006312195625115548,-0.0006589576450885866,-0.0011165102655758367,1.4316185864983563e-05,0.0029085512277523705,-0.00022124806538100254,-0.0008382184281964598,0.0008776532783029542,-0.0010290669756435147,-0.00047502189639533123,0.00012148021567151232,-0.0006197198828708693
1798,-0.0015075652048568346,-0.0006196159993597185,-0.001010307569430617,-0.0008118162833562361,0.0005261556270171014,-0.0006253873502413487,-6.157432651955218e-05,-0.00048278265369232977,0.001269160608442193,-0.0006562420386960604,0.00010987871211443187,-0.000629469039588674,-7.24973868420926e-05,-0.0006312195625115548,-0.0006589576450885866,-0.0007088871644961266,6.517047392802852e-05,0.0008237466474747617,-0.0006205636533023807,-0.0008382184281964598,0.0004691547332886109,-0.0010290669756435147,-0.00047502189639533123,6.080925599874845e-06,-0.0006197198828708693
1799,-0.00019842776307552257,1.741047005535885e-05,-0.00017794467960716013,-0.0008118162833562361,0.0008057047918996461,-0.0006253873502413487,0.00017454406388822696,-0.00048278265369232977,0.0014569650919920968,-0.0006562420386960604,-0.0004976658054658109,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.0015774250026973902,2.0330674316827897e-05,0.0012620207042975517,3.789409039955743e-06,-0.0008382184281964598,0.0007110782287535061,-0.0010290669756435147,-0.00047502189639533123,-2.608793143332524e-05,-0.0006197198828708693
1800,-0.0015075652048568346,-0.00031521319017871214,-0.002437577104305098,-0.0008118162833562361,0.00016101883230089614,-0.0006253873502413487,-0.000374052411644334,-0.00048278265369232977,0.0006840701500712945,-0.0006562420386960604,0.002193231402021993,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.0006079459630720999,-0.00030358524160471495,0.0005096065352375799,-1.4280503128465436e-05,-3.392869438637585e-07,0.00010719740216836888,-0.0010290669756435147,-0.00047502189639533123,0.0015149665233982713,-0.0006197198828708693
1801,-0.0015075652048568346,-0.0004084419630327942,-0.002437577104305098,-0.0008118162833562361,-9.501682568137826e-05,-0.0006253873502413487,-0.00037352773495533337,-0.00048278265369232977,-0.0016164395413173728,-0.0006562420386960604,0.002195377507155901,-0.000629469039588674,-0.00016374265831180386,-0.0006312195625115548,-0.0006589576450885866,-0.0003341104327121917,0.00013385762695510776,-0.0001935527489093654,-0.0027513235069807312,-0.0008382184281964598,0.0006293652780607779,-4.701296018180145e-05,-0.00047502189639533123,6.712670377437578e-05,-5.60372934832109e-05
1802,-0.0015075652048568346,-0.0018796148950251958,-0.00044415287255033045,-0.0008118162833562361,-0.0005629310031640498,-0.0006253873502413487,-0.002469119409238246,-0.00048278265369232977,-0.0013139881786047845,-0.0006562420386960604,0.0006528730837106374,-0.000629469039588674,0.0009099071586699588,-0.0006312195625115548,-0.0006589576450885866,-3.927704598550544e-06,-2.6240378538240134e-05,-8.999825192636642e-05,-0.0027513235069807312,-6.149466779458877e-05,0.0002486409609512571,-0.0010290669756435147,-0.00047502189639533123,0.00022034410263070345,-0.0006197198828708693
1803,-0.0015075652048568346,-0.0018796148950251958,-0.0010300069485407568,-0.0008118162833562361,-2.2775173205764724e-05,-0.0006253873502413487,-0.00019343062078353208,-0.00048278265369232977,-2.623316706729231e-05,-0.0006562420386960604,9.323788976850315e-05,5.189994667883553e-05,-7.831107728972257e-05,-0.0006312195625115548,-0.0006589576450885866,-1.090460193227635e-05,1.1833941755398091e-06,8.637551167681417e-05,-0.001266313309452441,-0.0008382184281964598,-0.00013230060402701505,-0.0010290669756435147,-0.00047502189639533123,6.427744701737148e-05,-0.0006197198828708693
1804,-0.0015075652048568346,-0.0018796148950251958,-0.0009369946520215635,-0.0008118162833562361,-0.0004517743560065047,-0.0006253873502413487,2.988810282794971e-05,-0.00048278265369232977,-0.0005911580366163954,-0.0006562420386960604,0.0005819436835501558,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,0.00023830150632890633,0.0004977150781526186,0.00014585931988214137,-0.0005363447106382742,-0.0008382184281964598,0.0009160938103079078,-0.0010290669756435147,-0.00047502189639533123,2.5257504955094874e-05,-0.0006197198828708693
1805,-0.0015075652048568346,-0.0018796148950251958,-0.002437577104305098,-0.0008118162833562361,-3.321264838386311e-05,-0.0006253873502413487,-0.0009683129906025512,-0.00048278265369232977,-0.0015345383624177252,-0.0006562420386960604,0.0015121910224806813,-0.000629469039588674,-0.0008633608964333507,-0.0006312195625115548,-0.0006589576450885866,-0.00011563195378150467,3.658443187405197e-05,1.959202618347883e-05,-0.0027513235069807312,-0.0008382184281964598,8.326555525270995e-06,-0.00021890873742607227,-0.00047502189639533123,4.554406764817169e-05,-0.0006197198828708693
