PC1,PC2,alias
0.20255663723584588,0.3443241165723869,A1
-0.2556890467094637,-0.8650871387454148,A2
-0.2709230077979888,-0.9323233711377843,A3
-0.3050602457831779,-0.9142739066439263,A4
-0.2902226467683022,-0.9196350414652688,A5
-0.5712542972333053,-0.657183579474768,A6
-0.5171143225896719,-0.7991989900205765,A7
-0.4055518606341185,-0.8623986250308827,A8
-0.17749309551981327,-0.8161716454802542,B1
-0.2900817439756121,-0.8900870298626902,B2
-0.30590357146253616,-0.9149743811625072,B3
-0.3061231689348745,-0.9123788498421378,B4
-0.30080162951133804,-0.9161178576233766,B5
-0.40223048781603277,-0.9033931876346365,B6
-0.32524375923636656,-0.8957263707634977,B7
-0.3855217599404879,-0.8773949777413977,B8
-1.290615666659312,0.917004474401493,C1
-1.307001713498735,0.7056954334960411,C2
-1.3094889152518763,1.0633288781939139,C3
-1.2460596961391406,0.9197728134299947,C4
-1.3394729361396287,0.8035680171946501,C5
-0.9531006262217812,0.05727994043433815,C6
-0.9664467167404802,0.15081428569208777,C7
-1.020446950133767,0.34859568724719536,C8
-1.314319757365236,0.7784846815507952,D1
-1.3294456445263854,0.9534548353680656,D2
-1.3312104976885661,1.0026333855523661,D3
-1.3057193685687303,0.593328927605154,D4
-1.3460326167440508,0.6493131610757208,D5
-0.9209021736178657,0.41255700096194875,D6
-0.9306267708905873,0.3236267960325296,D7
-0.8904290644168233,0.0581184577142151,D8
1.4364154202013992,-0.08994508290540712,E1
1.497651413115651,-0.14212992183856113,E2
1.3006615438663678,-0.27717770334425845,E3
1.3678162783288503,-0.13634861750899774,E4
1.2175812046545356,-0.2460688666952041,E7
2.312005278422738,0.806101018269447,F1
2.4196435999255805,0.8558810243528419,F2
2.409748132712234,1.040631812115636,F3
2.1813248843193564,0.4832362305473986,F4
2.22554927221853,0.5147829623928789,F5
1.7045657821369802,-0.03350471377000185,F6
1.7102382990459792,-0.0348590843733149,F7
1.9247760123320024,0.2538450028637697,F8
