key,element_observed,LvS,element_expected,expected,document,element,frequency_in_document,doc_total,observed,gap_val
Oil&Gas,China,0.0010314972653586527,China,0.0553647920049824,Oil&Gas,China,493500000000.0,6614459610000.0,0.07460926955452374,0.01924447754954134
Pharmaceuticals,China,-0.005439636220604626,China,0.0553647920049824,Pharmaceuticals,China,117660000000.0,5393512270000.0,0.021815098234679645,-0.03354969377030276
Real Estate,China,-0.00572390964396941,China,0.0553647920049824,Real Estate,China,37670000000.0,1782132340000.0,0.02113759969138992,-0.034227192313592475
Retail,China,-0.00019045365933639162,China,0.0553647920049824,Retail,China,260020000000.0,5419264170000.0,0.04798068369492311,-0.007384108310059291
Technology,China,-0.00022303538118012426,China,0.0553647920049824,Technology,China,1128860000000.0,23817025780000.0,0.04739718596383028,-0.007967606041152119
Electricity,South Korea,0.00768340767950051,South Korea,0.005879685140298238,Electricity,South Korea,74400000000.0,2226610000000.0,0.033414024009593056,0.02753433886929482
Food,South Korea,-0.0013592327494766118,South Korea,0.005879685140298238,Food,South Korea,2270000000.0,2211748080000.0,0.0010263375022348839,-0.004853347638063355
Insurance,South Korea,-0.00030286444770748243,South Korea,0.005879685140298238,Insurance,South Korea,11050000000.0,3510225350000.0,0.003147946042837392,-0.002731739097460846
Oil&Gas,South Korea,-0.002326003972849022,South Korea,0.005879685140298238,Oil&Gas,South Korea,1600000000.0,6614459610000.0,0.0002418942883226707,-0.0056377908519755675
Pharmaceuticals,South Korea,-0.00265063215041387,South Korea,0.005879685140298238,Pharmaceuticals,South Korea,480000000.0,5393512270000.0,8.899581125825454e-05,-0.0057906893290399835
Real Estate,South Korea,-0.002939842570149119,South Korea,0.005879685140298238,Real Estate,South Korea,0.0,1782132340000.0,0.0,-0.005879685140298238
Retail,South Korea,4.791263548256143e-05,South Korea,0.005879685140298238,Retail,South Korea,39000000000.0,5419264170000.0,0.007196548973548193,0.0013168638332499549
Technology,South Korea,-0.0007590330507189105,South Korea,0.005879685140298238,Technology,South Korea,45770000000.0,23817025780000.0,0.001921734494591457,-0.0039579506457067815
Electricity,Norway,0.007068819195739635,Norway,0.008371303055039813,Electricity,Norway,82590000000.0,2226610000000.0,0.03709226133000391,0.028720958274964094
Food,Norway,5.61628231032145e-05,Norway,0.008371303055039813,Food,Norway,22260000000.0,2211748080000.0,0.010064437356717406,0.0016931343016775933
Insurance,Norway,-0.0011423732389187714,Norway,0.008371303055039813,Insurance,Norway,9190000000.0,3510225350000.0,0.0026180655324593333,-0.00575323752258048
Oil&Gas,Norway,0.0011214248467873132,Norway,0.008371303055039813,Oil&Gas,Norway,113740000000.0,6614459610000.0,0.017195660221137853,0.00882435716609804
Pharmaceuticals,Norway,-0.0041856515275199065,Norway,0.008371303055039813,Pharmaceuticals,Norway,0.0,5393512270000.0,0.0,-0.008371303055039813
Real Estate,Norway,-0.0041856515275199065,Norway,0.008371303055039813,Real Estate,Norway,0.0,1782132340000.0,0.0,-0.008371303055039813
Retail,Norway,-0.0041856515275199065,Norway,0.008371303055039813,Retail,Norway,0.0,5419264170000.0,0.0,-0.008371303055039813
Technology,Norway,-0.0041856515275199065,Norway,0.008371303055039813,Technology,Norway,0.0,23817025780000.0,0.0,-0.008371303055039813
Electricity,USA,-0.006494501968184602,USA,0.5474401909235179,Electricity,USA,926130000000.0,2226610000000.0,0.4159372319355433,-0.13150295898797465
Food,USA,-0.00591709413059139,USA,0.5474401909235179,Food,USA,932332030000.0,2211748080000.0,0.42153626736730343,-0.1259039235562145
Insurance,USA,-0.003195900450111762,USA,0.5474401909235179,Insurance,USA,1591327500000.0,3510225350000.0,0.4533405526229249,-0.09409963830059304
Oil&Gas,USA,-0.015188526005697409,USA,0.5474401909235179,Oil&Gas,USA,2337739610000.0,6614459610000.0,0.35342866202791734,-0.19401152889560058
Pharmaceuticals,USA,-3.8777244519344264e-07,USA,0.5474401909235179,Pharmaceuticals,USA,2946776530000.0,5393512270000.0,0.5463557664252797,-0.0010844244982382012
Real Estate,USA,0.0008688502880131142,USA,0.5474401909235179,Real Estate,USA,1069290540000.0,1782132340000.0,0.6000062486941907,0.0525660577706728
Retail,USA,0.010596670361218058,USA,0.5474401909235179,Retail,USA,4019381440000.0,5419264170000.0,0.7416839840084785,0.19424379308496054
Technology,USA,0.023424947059691517,USA,0.5474401909235179,Technology,USA,20178565780000.0,23817025780000.0,0.8472328143065058,0.29979262338298784
Electricity,Germany,0.004685565914194941,Germany,0.023062414505447375,Electricity,Germany,120940000000.0,2226610000000.0,0.05431575354462614,0.03125333903917876
Food,Germany,-0.003917067099378446,Germany,0.023062414505447375,Food,Germany,13060000000.0,2211748080000.0,0.0059048316207874815,-0.01715758288465989
Insurance,Germany,0.006730633077168915,Germany,0.023062414505447375,Insurance,Germany,218360000000.0,3510225350000.0,0.062206832390404795,0.03914441788495742
Oil&Gas,Germany,-0.009240060581391702,Germany,0.023062414505447375,Oil&Gas,Germany,5860000000.0,6614459610000.0,0.0008859378309817815,-0.022176476674465595
Pharmaceuticals,Germany,5.7365404101901766e-06,Germany,0.023062414505447375,Pharmaceuticals,Germany,129050000000.0,5393512270000.0,0.023926894672661975,0.0008644801672146006
Real Estate,Germany,-6.2693617016453505e-06,Germany,0.023062414505447375,Real Estate,Germany,39520000000.0,1782132340000.0,0.022175681969836204,-0.0008867325356111712
Retail,Germany,-0.006263499311319278,Germany,0.023062414505447375,Retail,Germany,16540000000.0,5419264170000.0,0.0030520748723714642,-0.02001033963307591
Technology,Germany,-0.0012720679918221968,Germany,0.023062414505447375,Technology,Germany,286550000000.0,23817025780000.0,0.012031309141909153,-0.011031105363538221
Electricity,Netherlands,-0.003688433943111101,Netherlands,0.007376867886222202,Electricity,Netherlands,0.0,2226610000000.0,0.0,-0.007376867886222202
Food,Netherlands,0.0008336074136298696,Netherlands,0.007376867886222202,Food,Netherlands,31870000000.0,2211748080000.0,0.014409416826531166,0.007032548940308964
Insurance,Netherlands,0.00010942894283200058,Netherlands,0.007376867886222202,Insurance,Netherlands,33860000000.0,3510225350000.0,0.009646104344839285,0.0022692364586170827
Oil&Gas,Netherlands,-0.003688433943111101,Netherlands,0.007376867886222202,Oil&Gas,Netherlands,0.0,6614459610000.0,0.0,-0.007376867886222202
Pharmaceuticals,Netherlands,-0.00029762619988230586,Netherlands,0.007376867886222202,Pharmaceuticals,Netherlands,23150000000.0,5393512270000.0,0.004292193813809568,-0.003084674072412634
Real Estate,Netherlands,-0.00029505587824423104,Netherlands,0.007376867886222202,Real Estate,Netherlands,7670000000.0,1782132340000.0,0.004303833013882684,-0.003073034872339518
Retail,Netherlands,-0.00015662406961602753,Netherlands,0.007376867886222202,Retail,Netherlands,27420000000.0,5419264170000.0,0.005059727509094653,-0.0023171403771275493
Technology,Netherlands,0.0025453378126255107,Netherlands,0.007376867886222202,Technology,Netherlands,507390000000.0,23817025780000.0,0.02130366758162026,0.013926799695398059
Electricity,Japan,-0.0033754864220641003,Japan,0.0327466641729039,Electricity,Japan,27890000000.0,2226610000000.0,0.012525767871338044,-0.020220896301565858
Food,Japan,4.149535192991599e-06,Japan,0.0327466641729039,Food,Japan,74360000000.0,2211748080000.0,0.033620465491711875,0.0008738013188079735
Insurance,Japan,0.0004785859290026115,Japan,0.0327466641729039,Insurance,Japan,150027850000.0,3510225350000.0,0.04274023318759293,0.009993569014689029
Oil&Gas,Japan,-0.0052694648340876095,Japan,0.0327466641729039,Oil&Gas,Japan,58520000000.0,6614459610000.0,0.00884728359540168,-0.02389938057750222
Pharmaceuticals,Japan,0.0010699669787161692,Japan,0.0327466641729039,Pharmaceuticals,Japan,259940000000.0,5393512270000.0,0.04819493995514726,0.015448275782243358
Real Estate,Japan,0.002120734358641024,Japan,0.0327466641729039,Real Estate,Japan,98700000000.0,1782132340000.0,0.05538309236899881,0.02263642819609491
Retail,Japan,5.5836334057024744e-05,Japan,0.0327466641729039,Retail,Japan,195140000000.0,5419264170000.0,0.03600857863328703,0.003261914460383132
Technology,Japan,-0.0004129993382458296,Japan,0.0327466641729039,Technology,Japan,587160000000.0,23817025780000.0,0.024652952279753546,-0.008093711893150356
Electricity,Singapore,-0.0022853844757250654,Singapore,0.004570768951450131,Electricity,Singapore,0.0,2226610000000.0,0.0,-0.004570768951450131
Food,Singapore,0.0026606140176775026,Singapore,0.004570768951450131,Food,Singapore,37000000000.0,2211748080000.0,0.016728849155370352,0.012158080203920223
Insurance,Singapore,-0.0004434709172693522,Singapore,0.004570768951450131,Insurance,Singapore,6370000000.0,3510225350000.0,0.0018146983070474378,-0.002756070644402693
Oil&Gas,Singapore,-0.0022853844757250654,Singapore,0.004570768951450131,Oil&Gas,Singapore,0.0,6614459610000.0,0.0,-0.004570768951450131
Pharmaceuticals,Singapore,-0.0022853844757250654,Singapore,0.004570768951450131,Pharmaceuticals,Singapore,0.0,5393512270000.0,0.0,-0.004570768951450131
Real Estate,Singapore,0.002467986365789835,Singapore,0.004570768951450131,Real Estate,Singapore,28750000000.0,1782132340000.0,0.016132359732611103,0.011561590781160973
Retail,Singapore,-0.0022853844757250654,Singapore,0.004570768951450131,Retail,Singapore,0.0,5419264170000.0,0.0,-0.004570768951450131
Technology,Singapore,-0.0004134813137995178,Singapore,0.004570768951450131,Technology,Singapore,45020000000.0,23817025780000.0,0.001890244416572152,-0.002680524534877979
Electricity,Bermuda,-0.0022010452565368304,Bermuda,0.004402090513073661,Electricity,Bermuda,0.0,2226610000000.0,0.0,-0.004402090513073661
Food,Bermuda,-0.0022010452565368304,Bermuda,0.004402090513073661,Food,Bermuda,0.0,2211748080000.0,0.0,-0.004402090513073661
Insurance,Bermuda,0.006739661132858239,Bermuda,0.004402090513073661,Insurance,Bermuda,96740000000.0,3510225350000.0,0.027559484179555595,0.023157393666481934
Oil&Gas,Bermuda,-0.0007231144843819523,Bermuda,0.004402090513073661,Oil&Gas,Bermuda,7710000000.0,6614459610000.0,0.0011656281018548695,-0.0032364624112187915
Pharmaceuticals,Bermuda,-0.0022010452565368304,Bermuda,0.004402090513073661,Pharmaceuticals,Bermuda,0.0,5393512270000.0,0.0,-0.004402090513073661
Real Estate,Bermuda,4.1403981273898315e-05,Bermuda,0.004402090513073661,Real Estate,Bermuda,9740000000.0,1782132340000.0,0.005465362914630683,0.0010632724015570225
Retail,Bermuda,-0.0010023092648411718,Bermuda,0.004402090513073661,Retail,Bermuda,4260000000.0,5419264170000.0,0.0007860845801875719,-0.003616005932886089
Technology,Bermuda,-0.0016393672075081995,Bermuda,0.004402090513073661,Technology,Bermuda,5720000000.0,23817025780000.0,0.00024016432836056662,-0.0041619261847130945
Electricity,Czech Republic,0.0021251320629057067,Czech Republic,0.0014936171357164403,Electricity,Czech Republic,19900000000.0,2226610000000.0,0.008937353196114273,0.007443736060397832
Food,Czech Republic,-0.0007468085678582201,Czech Republic,0.0014936171357164403,Food,Czech Republic,0.0,2211748080000.0,0.0,-0.0014936171357164403
Insurance,Czech Republic,-0.0007468085678582201,Czech Republic,0.0014936171357164403,Insurance,Czech Republic,0.0,3510225350000.0,0.0,-0.0014936171357164403
Oil&Gas,Czech Republic,0.00018812887037088097,Czech Republic,0.0014936171357164403,Oil&Gas,Czech Republic,19920000000.0,6614459610000.0,0.00301158388961725,0.0015179667539008098
Pharmaceuticals,Czech Republic,-0.0007468085678582201,Czech Republic,0.0014936171357164403,Pharmaceuticals,Czech Republic,0.0,5393512270000.0,0.0,-0.0014936171357164403
Real Estate,Czech Republic,-0.0007468085678582201,Czech Republic,0.0014936171357164403,Real Estate,Czech Republic,0.0,1782132340000.0,0.0,-0.0014936171357164403
Retail,Czech Republic,-0.0007468085678582201,Czech Republic,0.0014936171357164403,Retail,Czech Republic,0.0,5419264170000.0,0.0,-0.0014936171357164403
Technology,Czech Republic,-0.0007468085678582201,Czech Republic,0.0014936171357164403,Technology,Czech Republic,0.0,23817025780000.0,0.0,-0.0014936171357164403
Electricity,Malaysia,0.001812331261507689,Malaysia,0.0021056902925202965,Electricity,Malaysia,20990000000.0,2226610000000.0,0.009426886612383847,0.007321196319863551
Food,Malaysia,0.00040710210541493384,Malaysia,0.0021056902925202965,Food,Malaysia,10780000000.0,2211748080000.0,0.004873972807970065,0.0027682825154497683
Insurance,Malaysia,-0.0010528451462601483,Malaysia,0.0021056902925202965,Insurance,Malaysia,0.0,3510225350000.0,0.0,-0.0021056902925202965
Oil&Gas,Malaysia,-0.00044766420877236156,Malaysia,0.0021056902925202965,Oil&Gas,Malaysia,2740000000.0,6614459610000.0,0.00041424396875257356,-0.001691446323767723
Pharmaceuticals,Malaysia,-0.0010528451462601483,Malaysia,0.0021056902925202965,Pharmaceuticals,Malaysia,0.0,5393512270000.0,0.0,-0.0021056902925202965
Real Estate,Malaysia,-2.6872693174384858e-05,Malaysia,0.0021056902925202965,Real Estate,Malaysia,2820000000.0,1782132340000.0,0.0015823740676856803,-0.0005233162248346162
Retail,Malaysia,-0.0003519188829232938,Malaysia,0.0021056902925202965,Retail,Malaysia,2970000000.0,5419264170000.0,0.0005480448833702085,-0.001557645409150088
Technology,Malaysia,-0.0010528451462601483,Malaysia,0.0021056902925202965,Technology,Malaysia,0.0,23817025780000.0,0.0,-0.0021056902925202965
Electricity,India,0.0018087346715485444,India,0.03301170635109488,Electricity,India,119730000000.0,2226610000000.0,0.053772326541244315,0.02076062019014944
Food,India,0.0031137106117556934,India,0.03301170635109488,Food,India,135647910000.0,2211748080000.0,0.06133063309814199,0.028318926747047113
Insurance,India,0.0006553908069558143,India,0.03301170635109488,Insurance,India,157560000000.0,3510225350000.0,0.04488600710492846,0.011874300753833583
Oil&Gas,India,-0.0009896015410406464,India,0.03301170635109488,Oil&Gas,India,138250000000.0,6614459610000.0,0.020901178350380765,-0.012110528000714112
Pharmaceuticals,India,-1.8655502489539144e-05,India,0.03301170635109488,Pharmaceuticals,India,168221150000.0,5393512270000.0,0.03118953690634693,-0.0018221694447479488
Real Estate,India,0.00022503988271842896,India,0.03301170635109488,Real Estate,India,70830000000.0,1782132340000.0,0.03974452312559459,0.00673281677449971
Retail,India,-0.003928353701310886,India,0.03301170635109488,Retail,India,62127200000.0,5419264170000.0,0.011464139420241623,-0.021547566930853253
Technology,India,-0.0141634399343389,India,0.03301170635109488,Technology,India,19180000000.0,23817025780000.0,0.0008053062618803615,-0.032206400089214514
Electricity,Mexico,-0.001770785093829847,Mexico,0.003541570187659694,Electricity,Mexico,0.0,2226610000000.0,0.0,-0.003541570187659694
Food,Mexico,0.0019912989575931552,Mexico,0.003541570187659694,Food,Mexico,28190000000.0,2211748080000.0,0.012745574532159196,0.009204004344499502
Insurance,Mexico,-0.001770785093829847,Mexico,0.003541570187659694,Insurance,Mexico,0.0,3510225350000.0,0.0,-0.003541570187659694
Oil&Gas,Mexico,-0.001770785093829847,Mexico,0.003541570187659694,Oil&Gas,Mexico,0.0,6614459610000.0,0.0,-0.003541570187659694
Pharmaceuticals,Mexico,-0.001770785093829847,Mexico,0.003541570187659694,Pharmaceuticals,Mexico,0.0,5393512270000.0,0.0,-0.003541570187659694
Real Estate,Mexico,-0.001770785093829847,Mexico,0.003541570187659694,Real Estate,Mexico,0.0,1782132340000.0,0.0,-0.003541570187659694
Retail,Mexico,0.0029533968941290725,Mexico,0.003541570187659694,Retail,Mexico,84470000000.0,5419264170000.0,0.015586986969118356,0.012045416781458661
Technology,Mexico,-0.001770785093829847,Mexico,0.003541570187659694,Technology,Mexico,0.0,23817025780000.0,0.0,-0.003541570187659694
Electricity,Australia,-0.0014259023075369852,Australia,0.013172219677569326,Electricity,Australia,10870000000.0,2226610000000.0,0.004881860765917696,-0.00829035891165163
Food,Australia,-0.006586109838784663,Australia,0.013172219677569326,Food,Australia,0.0,2211748080000.0,0.0,-0.013172219677569326
Insurance,Australia,9.63996422659796e-06,Australia,0.013172219677569326,Insurance,Australia,49230000000.0,3510225350000.0,0.014024740605328942,0.0008525209277596164
Oil&Gas,Australia,-0.00021292587943879423,Australia,0.013172219677569326,Oil&Gas,Australia,62970000000.0,6614459610000.0,0.009520052084799108,-0.003652167592770218
Pharmaceuticals,Australia,0.00013173953500076208,Australia,0.013172219677569326,Pharmaceuticals,Australia,88770000000.0,5393512270000.0,0.01645866284457345,0.0032864431670041223
Real Estate,Australia,0.003772748344984406,Australia,0.013172219677569326,Real Estate,Australia,62850000000.0,1782132340000.0,0.035266741189377664,0.022094521511808338
Retail,Australia,0.0009560429200153463,Australia,0.013172219677569326,Retail,Australia,124040000000.0,5419264170000.0,0.022888716273818405,0.00971649659624908
Technology,Australia,-0.003012286302615885,Australia,0.013172219677569326,Technology,Australia,55660000000.0,23817025780000.0,0.00233698365673936,-0.010835236020829966
Electricity,Portugal,0.0014051032852681045,Portugal,0.0016361441651219152,Electricity,Portugal,16290000000.0,2226610000000.0,0.0073160544504875125,0.005679910285365597
Food,Portugal,-0.0008180720825609576,Portugal,0.0016361441651219152,Food,Portugal,0.0,2211748080000.0,0.0,-0.0016361441651219152
Insurance,Portugal,-1.9519818003100058e-05,Portugal,0.0016361441651219152,Insurance,Portugal,4360000000.0,3510225350000.0,0.001242085497445342,-0.0003940586676765732
Oil&Gas,Portugal,3.302699744304178e-05,Portugal,0.0016361441651219152,Oil&Gas,Portugal,14750000000.0,6614459610000.0,0.0022299629704746206,0.0005938188053527054
Pharmaceuticals,Portugal,-0.0008180720825609576,Portugal,0.0016361441651219152,Pharmaceuticals,Portugal,0.0,5393512270000.0,0.0,-0.0016361441651219152
Real Estate,Portugal,-0.0008180720825609576,Portugal,0.0016361441651219152,Real Estate,Portugal,0.0,1782132340000.0,0.0,-0.0016361441651219152
Retail,Portugal,4.069412650838946e-05,Portugal,0.0016361441651219152,Retail,Portugal,12470000000.0,5419264170000.0,0.002301050402567845,0.0006649062374459299
Technology,Portugal,-0.0008180720825609576,Portugal,0.0016361441651219152,Technology,Portugal,0.0,23817025780000.0,0.0,-0.0016361441651219152
Electricity,Belgium,-0.0013936057425842174,Belgium,0.002787211485168435,Electricity,Belgium,0.0,2226610000000.0,0.0,-0.002787211485168435
Food,Belgium,2.5104589882459795e-05,Belgium,0.002787211485168435,Food,Belgium,7620000000.0,2211748080000.0,0.0034452386638897862,0.0006580271787213514
Insurance,Belgium,0.001866913455029977,Belgium,0.002787211485168435,Insurance,Belgium,38400000000.0,3510225350000.0,0.010939468601353471,0.008152257116185037
Oil&Gas,Belgium,-0.0009203560780491843,Belgium,0.002787211485168435,Oil&Gas,Belgium,1530000000.0,6614459610000.0,0.00023131141320855385,-0.002555900071959881
Pharmaceuticals,Belgium,0.0002418373834428499,Belgium,0.002787211485168435,Pharmaceuticals,Belgium,27320000000.0,5393512270000.0,0.005065344924115654,0.002278133438947219
Real Estate,Belgium,-0.00011123018122306566,Belgium,0.002787211485168435,Real Estate,Belgium,2900000000.0,1782132340000.0,0.001627264112159033,-0.001159947373009402
Retail,Belgium,-0.0003216956849690801,Belgium,0.002787211485168435,Retail,Belgium,5360000000.0,5419264170000.0,0.0009890641666209824,-0.0017981473185474525
Technology,Belgium,-0.0013936057425842174,Belgium,0.002787211485168435,Technology,Belgium,0.0,23817025780000.0,0.0,-0.002787211485168435
Electricity,Sweden,-0.001343496694703124,Sweden,0.002686993389406248,Electricity,Sweden,0.0,2226610000000.0,0.0,-0.002686993389406248
Food,Sweden,1.731867794633595e-05,Sweden,0.002686993389406248,Food,Sweden,7120000000.0,2211748080000.0,0.00321917313476316,0.0005321797453569119
Insurance,Sweden,-0.001343496694703124,Sweden,0.002686993389406248,Insurance,Sweden,0.0,3510225350000.0,0.0,-0.002686993389406248
Oil&Gas,Sweden,-0.001343496694703124,Sweden,0.002686993389406248,Oil&Gas,Sweden,0.0,6614459610000.0,0.0,-0.002686993389406248
Pharmaceuticals,Sweden,-3.766984787177165e-05,Sweden,0.002686993389406248,Pharmaceuticals,Sweden,10730000000.0,5393512270000.0,0.001989427197502232,-0.0006975661919040163
Real Estate,Sweden,0.0008139538322560545,Sweden,0.002686993389406248,Real Estate,Sweden,13110000000.0,1782132340000.0,0.0073563560380706635,0.004669362648664415
Retail,Sweden,0.00036981862524463954,Sweden,0.002686993389406248,Retail,Sweden,30160000000.0,5419264170000.0,0.005565331206210602,0.002878337816804354
Technology,Sweden,2.7503934438196482e-05,Sweden,0.002686993389406248,Technology,Sweden,80160000000.0,23817025780000.0,0.003365659538703325,0.000678666149297077
Electricity,Ireland,-0.001185444203857115,Ireland,0.00237088840771423,Electricity,Ireland,0.0,2226610000000.0,0.0,-0.00237088840771423
Food,Ireland,0.0016305506652888315,Ireland,0.00237088840771423,Food,Ireland,20860000000.0,2211748080000.0,0.009431453875162853,0.007060565467448623
Insurance,Ireland,-0.001185444203857115,Ireland,0.00237088840771423,Insurance,Ireland,0.0,3510225350000.0,0.0,-0.00237088840771423
Oil&Gas,Ireland,-0.00019393582442959198,Ireland,0.00237088840771423,Oil&Gas,Ireland,6850000000.0,6614459610000.0,0.0010356099218814339,-0.001335278485832796
Pharmaceuticals,Ireland,0.0010442229273051262,Ireland,0.00237088840771423,Pharmaceuticals,Ireland,41060070000.0,5393512270000.0,0.0076128629999389985,0.005241974592224769
Real Estate,Ireland,-0.001185444203857115,Ireland,0.00237088840771423,Real Estate,Ireland,0.0,1782132340000.0,0.0,-0.00237088840771423
Retail,Ireland,-0.001185444203857115,Ireland,0.00237088840771423,Retail,Ireland,0.0,5419264170000.0,0.0,-0.00237088840771423
Technology,Ireland,-0.00025290876431523067,Ireland,0.00237088840771423,Technology,Ireland,21130000000.0,23817025780000.0,0.0008871804647305546,-0.0014837079429836752
Electricity,Brazil,0.00111954591027722,Brazil,0.00593814889594384,Electricity,Brazil,30340000000.0,2226610000000.0,0.01362609527487975,0.007687946378935911
Food,Brazil,1.9169382326509948e-05,Brazil,0.00593814889594384,Food,Brazil,14950000000.0,2211748080000.0,0.006759359320886129,0.000821210424942289
Insurance,Brazil,-5.103259639616613e-05,Brazil,0.00593814889594384,Insurance,Brazil,16540000000.0,3510225350000.0,0.004711948194437147,-0.0012262007015066932
Oil&Gas,Brazil,0.001873643272391284,Brazil,0.00593814889594384,Oil&Gas,Brazil,109320000000.0,6614459610000.0,0.016527427249646474,0.010589278353702634
