,row_1972_data
america,0.0023080199524948197
new,0.002088385388884553
meet,0.0018444108823250736
proposal,0.0016069598746705962
year,0.0015463052521716928
goal,0.0014575227101632413
nation,0.0014545178485611751
world,0.0013456115053154351
look,0.0013194142686431243
school,0.0012006507594081689
program,0.001169792954191359
technology,0.0011159199614709891
today,0.0011012176607888497
believe,0.0010711518116454898
difference,0.0010403391409075486
capacity,0.0010270641219449696
include,0.001019885972329076
help,0.0010024126252808146
rising,0.000934772472570674
full,0.0008663784705661876
congress,0.0008663525237186981
life,0.0008057010011500352
improve,0.0007904481334022194
pressure,0.0007717018299548338
statue,0.0007569555817092794
tax,0.0007508498126330704
one,0.0007387636238710355
technological,0.000711674894541971
property,0.0007047246179970687
financing,0.0006731563306024098
let,0.0006691473601029394
problem,0.0006376810648688672
peacetime,0.0006353766815492272
research,0.0006298379697974383
productivity,0.0006296377519557271
compete,0.0006200257018297278
toward,0.0006198913141779568
reality,0.0005954597015434632
threaten,0.0005894150326238936
highest,0.0005826441557328923
others,0.0005724844840019033
partisan,0.000570730000505139
commitment,0.0005631121783848711
improving,0.0005493389168941273
environment,0.0005475383804885532
decade,0.0005428115194402407
agreement,0.0005422782397504328
back,0.0005347705119926882
keystone,0.0005218499335136206
spirit,0.0005182719845606864
local,0.0005122556602939158
intergovernmental,0.0005108991821788392
bipartisan,0.0005091437121669873
agony,0.0005090943373320982
discriminatory,0.00049880521010226
rate,0.0004970158832022021
soaring,0.0004955914682484186
helping,0.0004942415722222078
major,0.00048407997233040694
revitalize,0.00048155327154724613
generation,0.00047829859421981717
consumer,0.00047757877218110176
burden,0.0004761941526435016
seventy,0.0004718135265342504
deliberately,0.00047143790097270563
symbol,0.0004714090506604811
founding,0.0004688764842436053
responsive,0.00045912936123142776
federal,0.00045907667145086897
spending,0.0004565630554384212
attractive,0.0004541440335515066
crime,0.0004537672686455835
rooted,0.0004529925958455863
defending,0.00045220159134827775
reform,0.00045038688423910435
employment,0.00044105011737182007
still,0.0004360624305267645
making,0.00043181354989284894
partisanship,0.00043105920425782503
chamber,0.00043045203026197343
great,0.00042583244435332075
remind,0.00041943313017498937
presenting,0.0004177464018114969
reject,0.00041735318106290585
american,0.00041575035107012945
around,0.00041307297471365517
achieving,0.00041301155348657376
say,0.00041297842813042986
sixty,0.00041118240876939144
quality,0.00041021473498858583
certainty,0.00040865112578609476
meant,0.0004086415546315974
join,0.0004051542256495328
finance,0.00040173716715852616
initiative,0.0004010491672128927
sharing,0.0004002271707061051
century,0.0004000332536769221
liberty,0.00038620542194343563
worker,0.0003854303665513099
compassion,0.00038368798112881097
stimulate,0.000379311592917213
final,0.000375475011033806
income,0.00036918615338801976
disorder,0.00036827726337666474
monetary,0.00036761133826195534
ahead,0.0003602343500795661
cabinet,0.00035920713655442944
basic,0.0003591870689023657
issue,0.00035683123284695184
president,0.0003553601761595392
renewal,0.00034277719390815635
aspect,0.0003421290646694004
market,0.00033791970115638735
preserving,0.0003369899679774024
competitive,0.0003341838756817855
ago,0.0003341452133528887
never,0.0003297182638811368
payment,-0.00033017789339714003
always,-0.00033142169818254746
commercial,-0.0003314436398029725
existing,-0.00033370698729240275
form,-0.00033615982196699446
whose,-0.000337631246918452
mexico,-0.00033993820862458703
minister,-0.00034046730752226336
three,-0.00034294755679325936
found,-0.0003434474821626047
sum,-0.0003443581536025283
europe,-0.00034595340103577373
force,-0.0003472882107879916
establishment,-0.0003487237552953816
importance,-0.000359374396053178
small,-0.000361836976455127
navy,-0.00036200924017494297
british,-0.00036419784583932585
respect,-0.00036590040146231137
common,-0.0003674669589925403
secure,-0.00036878125763521984
expense,-0.0003716989267983125
received,-0.0003778666803707705
reason,-0.00037808075784832976
army,-0.0003799807823890952
energy,-0.00038833992003160057
responsibility,-0.00038878923202709465
benefit,-0.000393144128822365
line,-0.00039518636073073777
bank,-0.00039547269919654117
improvement,-0.00039710199484534577
due,-0.0003989838390396736
demand,-0.0003994288371795222
international,-0.00040180216687482373
increased,-0.0004024744039246873
thing,-0.00040381348250783424
certain,-0.00040971426733799174
therefore,-0.0004134283287650651
recommend,-0.00042263681924211875
several,-0.00042436420466661015
operation,-0.0004292965819172154
taken,-0.0004516931491176142
proper,-0.0004533684607940133
object,-0.0004650886511932149
appropriation,-0.00046658026861405436
present,-0.00047078731768713546
money,-0.0004711386103881173
vessel,-0.0004752276516438357
period,-0.00047996955874042417
tonight,-0.00048278265369232977
claim,-0.0004916922783437571
indian,-0.0004949497495729807
cause,-0.0005001287089591407
le,-0.000509832014219511
territory,-0.0005114901252375094
constitution,-0.0005191975714822031
amount,-0.0005204484746260708
officer,-0.0005311120605254035
large,-0.0005324178918503027
number,-0.0005330538663702475
effect,-0.0005396113237681028
debt,-0.0005597339841751465
expenditure,-0.0005673849290432017
view,-0.0005703245690193766
question,-0.0005902102146504164
authority,-0.0006144842005826657
provision,-0.0006180533782713104
report,-0.0006427524556259105
economic,-0.0006589576450885866
commerce,-0.0006810655907178349
country,-0.000720837298040102
effort,-0.0007251667467053107
give,-0.0007257259599489373
last,-0.0007284888175210796
general,-0.0008021919328332331
united,-0.0008528265847294139
government,-0.0008709603805708286
public,-0.0009071008901691647
law,-0.0009346461170579097
duty,-0.001058063504952141
may,-0.001144757803749276
state,-0.0012080812095671331
citizen,-0.0012795725121794166
