,row_1831_data
injury,0.0013114818239074834
indemnity,0.0010494534414170278
treaty,0.001034622748713673
citizen,0.0009342385588275231
present,0.0008928279713596309
state,0.0008848602741328053
minister,0.0008572031304257271
relation,0.0008526787065881603
claim,0.0008508283557511813
may,0.0007505213404214559
commerce,0.0007108669308156595
fellow,0.0006691078642090614
nature,0.0006630195314204358
majesty,0.0006308963881786177
indian,0.0006292993221441343
trade,0.000618323874791311
merchant,0.0005893707795653985
political,0.0005667722142342971
former,0.0005291111125633771
friendly,0.000500456782943129
instruction,0.0004992872482094274
lately,0.000493149362608267
beyond,0.0004747206824269746
beneficial,0.0004714078241159569
reparation,0.000469875780825651
given,0.00046467498516777027
gave,0.0004561552441698256
view,0.00044433225363784714
tribe,0.00043885927285147557
allegation,0.00042449362599843025
commercial,0.00041766083033807
deem,0.00041298985154854473
subject,0.00041149028274332065
exceed,0.00041135456002884313
desire,0.0004107400686180321
justice,0.0004102968036516632
industrious,0.00040073726854850523
immediately,0.0003917233907143687
court,0.0003865103976728088
assurance,0.00038194384102562917
amicable,0.0003789566489136655
effected,0.0003774247604062229
satisfaction,0.0003771174974286699
application,0.00037208556829350673
footing,0.0003680948950063437
perseverance,0.00036101837089771646
formerly,0.00035097395727866885
period,0.00035021161466165253
arrangement,0.00034882458347912273
demand,0.0003390436662589354
deemed,0.00033580418193620903
induce,0.00033299472629081024
course,0.00033036665646988
colony,0.0003278564684565527
dispatch,0.0003262384514563983
blockade,0.0003228550311041021
britannic,0.0003221993314103979
district,0.0003221148207490899
captured,0.00032180915623362103
prevailed,0.0003194229967689598
settled,0.0003193614815533196
advantage,0.0003186213789279367
remove,0.00031720074615243553
important,0.0003146767862783824
circuit,0.0003113427766827089
stipulated,0.0003078682264977644
believed,0.00030512618463170675
internal,0.00030404789790961607
lawful,0.0003040281905542549
guided,0.00030141574672402704
defect,0.0003011284463573625
distant,0.0003003687292318754
duty,0.00029819672871108955
message,0.00029562388330958657
design,0.00029515601983902434
abandoned,0.00029473807999381735
code,0.00029249705750734927
caravan,0.0002910909051535363
case,0.00029105039729782403
abounding,0.0002904179116465339
abode,0.00028789483096585376
affords,0.00028726046261186663
dominion,0.0002847595424752857
nominated,0.0002822104945611159
redress,0.00028203781554115
naples,0.0002797933335456623
subjecting,0.0002797747625001257
communicated,0.0002792999680740597
debt,0.000278389442236645
injurious,0.0002777461463705091
commotion,0.0002776880404491721
object,0.0002752550102555559
jurisdiction,0.00026979150276793386
received,0.0002679312302299509
emperor,0.00026461350490083134
existence,0.00026439743763571546
sovereign,0.0002581751093832331
confidence,0.00025800621220474447
extension,0.00025203879379148393
privilege,0.00024804991627501747
recurrence,0.00024765810177602613
irregularity,0.0002464929076396597
cause,0.0002453377934930874
embarrassed,0.00024407024633476068
loan,-0.00024709938678365136
total,-0.0002490265014662527
fair,-0.00024926790104357234
method,-0.00025190805069774853
water,-0.00025589503475237336
challenge,-0.00025608458593736054
woman,-0.0002579061500531372
stand,-0.0002597788719977716
june,-0.0002601686163058116
think,-0.0002615872241326136
paid,-0.0002624257701226959
cooperation,-0.0002657556110164094
day,-0.00026617822791506616
additional,-0.00026623190594917946
america,-0.0002671835866135961
true,-0.00026880276713301727
percent,-0.0002700825678358612
per,-0.0002703914475422612
return,-0.0002726964595126053
worker,-0.00027397404575290756
including,-0.0002758198920475734
goal,-0.00027827059001983725
obligation,-0.0002786360314643918
domestic,-0.00028078361709857244
effort,-0.0002851489635414623
essential,-0.0002861331351638332
enemy,-0.00028640382160671427
income,-0.00028644004139051363
cut,-0.0002875258597032223
supply,-0.00029181663769560403
get,-0.00030033924097988486
welfare,-0.00030071527249889894
step,-0.0003016871387391834
working,-0.000303114618578888
back,-0.000304512998999077
dollar,-0.00030726665618059396
able,-0.00030948940663296046
ask,-0.00030979165405558217
market,-0.0003118892622873753
ago,-0.0003151006507952522
war,-0.0003196658537469721
human,-0.0003214937678464387
growth,-0.0003399089654595986
see,-0.00034750583375252174
establishment,-0.0003487237552953816
strong,-0.0003509389519373066
education,-0.0003587547145984855
production,-0.0003614324176966813
development,-0.0003641900543789827
month,-0.0003662231767984134
common,-0.0003674669589925403
billion,-0.00037028091398556633
expense,-0.0003716989267983125
army,-0.0003799807823890952
fiscal,-0.00038587790295883636
energy,-0.00038833992003160057
international,-0.00040180216687482373
school,-0.00040309006856370245
another,-0.00040775151863680666
fact,-0.00042822820877834396
whether,-0.00044503502684332887
today,-0.0004597157897720045
price,-0.00046257950521917576
like,-0.00046530975890112343
first,-0.0004656306455770905
budget,-0.00047502189639533123
tonight,-0.00048278265369232977
cost,-0.00048679333002597114
american,-0.0004909432861770055
resource,-0.000500210890169253
problem,-0.0005078789980849252
service,-0.0005085753776514911
meet,-0.0005243634022876032
officer,-0.0005311120605254035
number,-0.0005330538663702475
together,-0.0005552162817949963
plan,-0.0005559643122808048
family,-0.0005591489080654708
come,-0.0005675688152082684
freedom,-0.0006077403072744588
know,-0.0006197198828708693
job,-0.0006253873502413487
child,-0.0006312195625115548
world,-0.0006492053125586239
economy,-0.0006520886028177577
help,-0.0006562420386960604
economic,-0.0006589576450885866
military,-0.0007063400521645674
work,-0.0007147383755342824
action,-0.0007212593517654528
men,-0.000732166427402531
way,-0.0007524311347984915
program,-0.0008118162833562361
million,-0.0008381692726569729
tax,-0.0008633608964333507
need,-0.0010290669756435147
