,row_1903_data
isthmus,0.002663357446302428
panama,0.0026220955533991534
colombia,0.0017016443322878723
canal,0.0014807930744235034
revolution,0.0013816756698716492
treaty,0.0012312561524384258
corporation,0.0009420735712910373
colombian,0.0008513619361453973
riot,0.0007237542836578924
land,0.0007169892528209012
route,0.0006688095961251886
transit,0.0005546259846657566
disturbance,0.0005452305556685161
granada,0.0005404118788418002
property,0.0005324070207616505
bureau,0.0005307275773002295
line,0.00048618856882698836
across,0.0004688981953170023
july,0.00046667620130864447
corruption,0.00045541826200679654
bribery,0.00040516894980350827
question,0.000403899299412916
april,0.00040037574051851843
forest,0.0003742365454247429
department,0.00036985566392267204
charity,0.0003666019555616955
man,0.00036568778667265677
united,0.00036430222827180266
strip,0.0003613516827823395
october,0.0003361696773399677
portland,0.0003292342409219509
alaska,0.0003267603883651371
sovereignty,0.00032345194350630205
outbreak,0.000322383030469813
shown,0.0003177724173046214
revolutionary,0.0003055905537734548
governmental,0.0002886241950908738
law,0.0002874091807249465
service,0.00028545283390592386
arid,0.00028466359622427985
tribunal,0.0002843800499520322
june,0.00028209138856413285
reclamation,0.00028155017350849814
territory,0.0002796508716675894
state,0.0002724407192348892
control,0.0002670136686596153
colon,0.0002649841532439126
exercise,0.00026436376440556114
offense,0.00026420246129439326
bribe,0.00026409237979224085
fraud,0.0002601762707280144
commerce,0.0002540162520612969
secure,0.000252532721813422
giver,0.00024993563397440966
rural,0.0002481026777182436
louis,0.0002433759588762004
forestry,0.00024313293769666732
appointed,0.00023718284261828277
undesirable,0.0002326702707512623
republic,0.0002304416109373623
right,0.00022888868578562816
following,0.00022850689173242974
attempt,0.00022722629369733
direction,0.00022657237393525507
lasted,0.0002249100167095369
march,0.00022149004337663472
labor,0.00022028962823667316
follows,0.0002202429691960009
corrupt,0.00021918337913448657
district,0.00021440933408886626
staff,0.00021083419994230102
built,0.00020494280064326553
seward,0.0002047150406006566
investigation,0.0002044834205838959
method,0.00020359826768862939
privilege,0.0002027305949211685
forgery,0.00020030027557539864
hague,0.00019997765373581006
position,0.00019797298333444402
official,0.0001952687982164346
certificate,0.00019471521848146204
civilized,0.00019433615466736123
especially,0.0001936810091290324
extraditable,0.00019339749996335082
perjury,0.00019079417051312458
salmon,0.000189824997035196
desirable,0.00018966349952509107
isthmian,0.00018923591836989443
due,0.0001877265874316061
provisional,0.00018233248819213437
naturalization,0.00018154113200263163
rebel,0.00017965884593213849
columbia,0.00017957546155237042
whereby,0.00017875924096838073
settlement,0.00017760385710770764
obligation,0.00017749001848359073
towards,0.00017597647074081078
immigrant,0.00017579962234464752
lord,0.00017571691895811855
maneuver,0.00017538827883604988
west,0.00017513255712807972
decade,-0.00017420052603190982
energy,-0.00017440457299736315
committed,-0.00017491373248731043
going,-0.00017666897411812055
threat,-0.00017748697833068738
leader,-0.00017960057812030684
inflation,-0.00018091906515412833
enough,-0.00018200814066307886
promote,-0.00018265890280298795
independent,-0.00018441841849084286
ally,-0.00018505684075755045
manufacture,-0.00018515916524670253
increased,-0.0001851811948353457
promise,-0.00018518302962295207
election,-0.00018609519129786627
agency,-0.00018653655679898065
nuclear,-0.00018687431442910332
mutual,-0.0001874657936420786
together,-0.000189398076573017
plan,-0.00018990119230830613
friend,-0.00019282673533891828
still,-0.0001949903376928623
estimated,-0.00019612152945123096
day,-0.00019729585638242084
late,-0.00019947523708195125
propose,-0.00020008579231344065
prosperity,-0.00020092019246473067
measure,-0.0002018307223957115
level,-0.00020438244817863835
expected,-0.0002062476538124324
farmer,-0.00020718062172383732
major,-0.00020752617833843455
weapon,-0.00020862840865994563
living,-0.0002093973505761371
influence,-0.00021004800564864418
investment,-0.0002104394091144319
sure,-0.00021072455019943077
live,-0.00021331584094284558
give,-0.0002142737517483267
quarter,-0.00021459834296685493
provide,-0.00021517606983087985
soviet,-0.0002176142376226336
proposal,-0.00021761480612173963
little,-0.0002189033462163409
estimate,-0.00021892851890192028
thought,-0.00022260670434763347
produce,-0.0002231915282926727
freedom,-0.00022540403950598742
deficit,-0.0002290426326864057
task,-0.0002290870393914457
balance,-0.00022967193483904033
lead,-0.00023013212981166155
know,-0.00023379691225363096
increase,-0.00023426432971549078
area,-0.00023487691228607694
tribe,-0.00023675451386783486
seek,-0.0002405680394889714
democracy,-0.00024102661792287753
wage,-0.00024103632710040097
believe,-0.0002443482787901884
loan,-0.00024709938678365136
challenge,-0.00025608458593736054
difficulty,-0.00025668747849579915
abroad,-0.000259317619454162
cooperation,-0.0002657556110164094
problem,-0.0002685236981770368
percent,-0.0002700825678358612
worker,-0.00027397404575290756
goal,-0.00027827059001983725
cut,-0.0002875258597032223
able,-0.00030948940663296046
come,-0.0003175563111636494
human,-0.0003214937678464387
future,-0.0003253778148307952
bill,-0.00032932673030541
europe,-0.00034595340103577373
production,-0.0003614324176966813
treasury,-0.0003634080024300149
child,-0.00037094984569093636
help,-0.00039220648731166084
bank,-0.00039547269919654117
value,-0.0004266813266733692
today,-0.0004597157897720045
price,-0.00046257950521917576
budget,-0.00047502189639533123
health,-0.0004806565716769536
tonight,-0.00048278265369232977
american,-0.0005131609395610842
constitution,-0.0005191975714822031
security,-0.0005224232008269477
family,-0.0005591489080654708
debt,-0.0005597339841751465
tax,-0.0005725613208370108
defense,-0.0006036718938248419
job,-0.0006253873502413487
let,-0.000629469039588674
economic,-0.0006589576450885866
america,-0.000792539187480224
program,-0.0008118162833562361
