,row_1901_data
man,0.0011237299055347329
ship,0.0010282396979473321
men,0.0009521074590090597
forest,0.0009450120253409059
anarchist,0.0007463781360622923
water,0.0007029740997317379
navy,0.0006153698581245339
philippine,0.0006073517465118428
arid,0.0005849124884902119
doctrine,0.0005671134778704879
merely,0.0005370303899234193
irrigation,0.0005266448560049093
condition,0.0005184091207067084
business,0.0005086882595270631
stream,0.0005070670270029414
industrial,0.0004926090302665212
trained,0.00047552947826266946
president,0.00042355099433463033
work,0.0003867598481362604
shown,0.0003710992356937173
upbuilding,0.0003629434284599947
mckinley,0.00036146960048488415
fit,0.00035280806868538873
library,0.000351893275439205
dealing,0.0003337449588874396
exposition,0.00032560031476163055
commercial,0.0003202157811006948
possible,0.0003200070018200052
anarchistic,0.00031984818054259787
officer,0.0003157856076500746
law,0.0003143369027043064
reserve,0.00031358267418841426
monroe,0.00031314464726250283
island,0.0003070241705057684
china,0.0003034910584457475
reservoir,0.000301380210203289
deed,0.0002855484687729361
anarchy,0.00026999380202161346
army,0.0002695431643586054
struck,0.0002621965382758062
unwise,0.00026133845587097255
puerto,0.00025310307455585153
highest,0.00024894784586691786
blow,0.0002465679305399149
great,0.00023677648802925694
moreover,0.0002366090406481162
individual,0.0002364765239450557
corporation,0.00023193246225350662
point,0.00023153679973006035
region,0.00022292993648009575
save,0.00022241669795163273
actual,0.00022178157324993425
murder,0.00022058295634846752
efficiency,0.00021742991416345326
touch,0.00021702891325417885
matter,0.00021270804994349355
canal,0.00020909597133380873
political,0.00020759571963488752
others,0.0002074855575379514
heartiest,0.0002073155097575045
social,0.00020629124000356937
reciprocity,0.0002041324594292295
folly,0.00020409796260259272
material,0.0002037775732775657
intelligent,0.00019674756133661564
buffalo,0.0001966119075094887
else,0.00019513593042151005
ownership,0.00019190596825303328
show,0.00019165123522040336
slightest,0.00018990629956277332
wealth,0.00018938978447627041
alike,0.00018748792408601085
unfit,0.00018690715057836327
rico,0.00018664273346788703
forestry,0.00018444278513560382
death,0.00018146528218484319
reclaimed,0.0001803119449039212
aim,0.00017652484350588575
regulate,0.0001757378564401222
wholly,0.0001732202053801508
crew,0.0001730727441466283
kind,0.0001719438436130794
dry,0.0001661096183541862
widely,0.00016598338528984506
ignorance,0.00016351167454949235
standpoint,0.00016251323973751717
enlisted,0.00016221255038492385
combine,0.00016198819237056857
camping,0.00016055858812651406
manoeuvre,0.00016055858812651406
resolute,0.00016050851116578718
treated,0.00015855817665816384
none,-0.00015918110093320463
equally,-0.0001607424182867271
family,-0.0001617617739569384
conflict,-0.00016199707313090591
ending,-0.00016251749392067244
commitment,-0.00016358580988043106
saving,-0.00016366293175876522
agent,-0.00016518045440051427
border,-0.00016690531996601412
price,-0.00016702054891399752
boundary,-0.00016754646026208856
july,-0.00016809637952253383
next,-0.00016810794548273352
europe,-0.00016874696566831208
appropriation,-0.00016978458752518969
road,-0.00016987370140034646
legislature,-0.00016988346940060957
recommendation,-0.00017109729547157407
young,-0.00017235622218871215
delay,-0.00017384440827045543
decade,-0.00017420052603190982
session,-0.0001755730689208127
going,-0.00017666897411812055
threat,-0.00017748697833068738
frontier,-0.0001785573087475599
health,-0.00017958424185520556
leader,-0.00017960057812030684
inflation,-0.00018091906515412833
government,-0.00018118209492105507
promote,-0.00018265890280298795
british,-0.00018316767547571028
disposition,-0.00018333103046015147
appointed,-0.00018370571968727775
month,-0.00018477959314800948
promise,-0.00018518302962295207
election,-0.00018609519129786627
nuclear,-0.00018687431442910332
claim,-0.0001873454462135015
freedom,-0.00019274418648286665
execution,-0.0001952773977591231
legislative,-0.00019774736863837353
propose,-0.00020008579231344065
united,-0.00020511550360155647
major,-0.00020752617833843455
attack,-0.00020766662298192347
amount,-0.00020787191655227263
child,-0.0002081582734022887
bank,-0.00020828541659113914
union,-0.00021000648255090564
investment,-0.0002104394091144319
troop,-0.00021243609840229574
account,-0.00021482683647837522
soviet,-0.0002176142376226336
proposal,-0.00021761480612173963
estimate,-0.00021892851890192028
economy,-0.0002220801888899511
washington,-0.0002257558535104388
party,-0.0002280811049170529
forward,-0.00022816827983422033
cent,-0.00022832723512003082
balance,-0.00022967193483904033
plan,-0.000233776201800014
congress,-0.00023625275962665883
democracy,-0.00024102661792287753
france,-0.00024429129701797396
commission,-0.000244715070755523
loan,-0.00024709938678365136
executive,-0.00025363460465719007
commissioner,-0.00025512806064882117
challenge,-0.00025608458593736054
communication,-0.0002564517511552035
difficulty,-0.00025668747849579915
june,-0.0002601686163058116
think,-0.0002615872241326136
cooperation,-0.0002657556110164094
part,-0.0002688525457405326
percent,-0.0002700825678358612
per,-0.0002703914475422612
worker,-0.00027397404575290756
authority,-0.0002776213563560258
goal,-0.00027827059001983725
want,-0.0002809211644845903
cut,-0.0002875258597032223
house,-0.0002882215606610451
issue,-0.0002962583473151367
dollar,-0.00030726665618059396
last,-0.00031886972458821327
may,-0.0003246360761235854
payment,-0.00033017789339714003
minister,-0.00034046730752226336
debt,-0.00034625740947403876
federal,-0.00035381687626145995
billion,-0.00037028091398556633
defense,-0.00038441565643496166
know,-0.0003984525779290029
treasury,-0.0004007150751542351
job,-0.0004034217267506305
new,-0.0004338001112869018
year,-0.00043708728779668607
million,-0.0004550879911293079
today,-0.0004597157897720045
budget,-0.00047502189639533123
tonight,-0.00048278265369232977
security,-0.0005649736253066264
tax,-0.00061650529625522
let,-0.000629469039588674
america,-0.0006723309498409646
program,-0.0008118162833562361
