,row_1840_data
government,0.0014158785572058346
public,0.001338821841681005
general,0.0009311926258516209
florida,0.0008067136372912475
revenue,0.0007111887930980488
extent,0.0006747785717297608
embarrassment,0.0006483016157632349
period,0.0006086028387701747
debt,0.0005910477189755638
indian,0.0005898665887408977
bank,0.0005540475462521277
slave,0.0005193155498077229
affords,0.0005173914962579044
fully,0.0005168514198302574
experienced,0.000491760977994855
principle,0.0004488138940071445
ample,0.00043044185982268126
command,0.00041670264386513354
seldom,0.00040117812795916104
accruing,0.00040105990266327144
latitude,0.00039933881711027826
object,0.00039304479099660985
anticipated,0.0003915845425972734
permanent,0.0003866697190168357
carried,0.0003834526924560411
affair,0.00037858890380226693
formidable,0.0003677199739547923
expenditure,0.00036301584418243766
either,0.0003595592845863101
degree,0.00035669684544242894
creation,0.00035389421858557233
jesup,0.00034817213052853237
hostility,0.0003422267071152566
thus,0.000340961132993758
fidelity,0.0003390428923376764
salutary,0.00033368792121288206
federal,0.0003310562306367619
difficulty,0.00032369672620984394
resort,0.000322991539423219
seminole,0.00031597028820203873
money,0.00031554671250818114
consequence,0.00031489155981679115
pecuniary,0.0003140949310405422
endeavored,0.0003120970165711316
continued,0.0003086725378723303
suspension,0.000308340901017123
influence,0.00030220132105881505
season,0.0002946777742424796
constantly,0.00029409201358737306
honorable,0.00029199535171660893
adoption,0.00029017566926573023
opinion,0.0002896280030519087
management,0.00028621234259743435
operation,0.0002859268366963595
apprehension,0.00028587737422092213
incalculable,0.0002854872040695385
portion,0.0002853039751057876
produce,0.0002850236814763677
independently,0.0002826772168820059
employed,0.00027914433972952397
performed,0.00027805754606703584
dispatched,0.0002743600248703643
coast,0.0002699374339947777
whole,0.0002668522580943255
believed,0.0002662342475096488
alone,0.00026601892792197973
existed,0.0002624991995597264
stipulation,0.0002614222692345104
happy,0.0002583229255284601
discharge,0.00025729639496164245
foster,0.000251503318040497
removing,0.00024462509973798084
solid,0.0002402063411858519
wilkes,0.00023557484515736435
arrested,0.00023510070131785657
additional,0.00023467084956723533
contest,0.00023219299700061752
may,0.00023040286679611827
description,0.00022933439232994526
exceeding,0.00022720571721835265
expected,0.00022594259990099046
source,0.00022492382489345744
insurmountable,0.00022259887320681047
conditional,0.00022104137077723888
taylor,0.00022028152981656173
desirable,0.00021992675391883874
treachery,0.00021969299104469315
troop,0.00021869979071055334
unbiased,0.00021813788694232192
family,-0.00021900874390938022
good,-0.00022002416041041057
farm,-0.000224329415340507
spending,-0.00022461963148957543
afford,-0.00022611735097279766
crime,-0.00022641409289594927
forward,-0.00022816827983422033
cent,-0.00022832723512003082
deficit,-0.0002290426326864057
task,-0.0002290870393914457
situation,-0.0002300555426127559
show,-0.00023066888623571194
build,-0.0002316329834804858
recent,-0.00023181495008026828
rule,-0.00023189200167559234
relief,-0.00023440979029203048
organization,-0.00023470080816533022
employment,-0.00023471720428572983
sense,-0.00023483098245575903
area,-0.00023487691228607694
side,-0.00023501912658993804
field,-0.000235650173684004
arm,-0.00023619408491726886
tribe,-0.00023675451386783486
regulation,-0.0002369944122948256
fellow,-0.00024037447705609478
democracy,-0.00024102661792287753
wage,-0.00024103632710040097
agriculture,-0.0002445570794680405
open,-0.00024712975710447954
population,-0.00024732898483322837
force,-0.000247551765013736
method,-0.00025190805069774853
product,-0.0002524220161820475
take,-0.00025404192434017503
passed,-0.0002548613549795181
challenge,-0.00025608458593736054
woman,-0.0002579061500531372
authority,-0.0002592376990748006
century,-0.00026317347024696475
tax,-0.0002645091575362837
cooperation,-0.0002657556110164094
percent,-0.0002700825678358612
per,-0.0002703914475422612
naval,-0.0002727195176391375
worker,-0.00027397404575290756
goal,-0.00027827059001983725
proposed,-0.00028024784905607275
find,-0.0002813376135697524
provided,-0.00028476661551032304
cut,-0.0002875258597032223
spain,-0.0002946503058339993
get,-0.00030033924097988486
working,-0.000303114618578888
dollar,-0.00030726665618059396
ought,-0.00030886599214475537
ask,-0.00030979165405558217
market,-0.0003118892622873753
social,-0.00031377497292920043
ago,-0.0003151006507952522
person,-0.00032051385610979506
human,-0.0003214937678464387
military,-0.0003285712052569234
bill,-0.00032932673030541
growth,-0.0003399089654595986
give,-0.0003435513178857634
recommendation,-0.0003489429574776905
city,-0.0003499331167717025
keep,-0.00035052877242792134
court,-0.000356931280865226
education,-0.0003587547145984855
importance,-0.000359374396053178
billion,-0.00037028091398556633
making,-0.000381967895507917
energy,-0.00038833992003160057
responsibility,-0.00038878923202709465
international,-0.00040180216687482373
increased,-0.0004024744039246873
school,-0.00040309006856370245
therefore,-0.0004134283287650651
free,-0.0004148108432188867
recommend,-0.00042263681924211875
high,-0.00043544389935781753
provide,-0.00044112306941478536
nation,-0.0004440090733592799
proper,-0.0004533684607940133
today,-0.0004597157897720045
care,-0.00046045014169693543
budget,-0.00047502189639533123
tonight,-0.00048278265369232977
cost,-0.00048679333002597114
problem,-0.0005078789980849252
opportunity,-0.0005586002616216971
make,-0.0005646084754757808
come,-0.0005675688152082684
congress,-0.0005692013780470154
need,-0.00058933808762888
freedom,-0.0006077403072744588
war,-0.0006128913232425265
president,-0.0006159723904708367
know,-0.0006197198828708693
job,-0.0006253873502413487
let,-0.000629469039588674
child,-0.0006312195625115548
help,-0.0006562420386960604
economic,-0.0006589576450885866
program,-0.0008118162833562361
life,-0.0008135111393772188
american,-0.0008454221583861453
america,-0.0010036551189708024
world,-0.0010303022069791724
