,row_1875_data
cable,0.0014942014448540465
shore,0.000986645292132997
line,0.0008314079816763439
claim,0.0008157522092440862
territory,0.000665446475523171
large,0.0006390767595256319
cuba,0.0005405361821670799
united,0.0005385855700245285
naturalized,0.000500639967501271
contest,0.0004968499501484087
ironclad,0.0004863880540135209
party,0.00048362589301228956
expatriation,0.00046600950072195736
state,0.00046492265876058795
herewith,0.0004620897654967135
question,0.00046176834851879747
amount,0.0004266313332225647
land,0.0004245292634198561
legislation,0.00041885454663409007
pensioner,0.00041772714035816607
naturalization,0.00041604457873219494
transmission,0.00041150971145855776
recognition,0.0004115056707768666
existence,0.0004010378139451439
church,0.00038795663814830054
absence,0.0003791481378396493
mail,0.0003783444170779037
centennial,0.0003690236959914448
property,0.0003657063754177059
concession,0.0003571438277499265
become,0.00034343181696176777
decrease,0.00032525732150902363
paid,0.0003242501582295896
strife,0.00031370785653586213
telegraphic,0.0003083629136226731
either,0.0002885070391902158
manufactory,0.0002864702324003104
occupation,0.00028215361533258376
message,0.0002807826459537501
satisfactory,0.0002789770911490818
telegraph,0.0002764710030927592
evidence,0.0002759946491147705
certificate,0.00027549524018678496
conflict,0.00027464778824231543
court,0.0002742208355348526
company,0.00027374917578843974
contending,0.00027333081120227724
communication,0.00027309637232484697
landing,0.00027043576405960315
estate,0.00026843826265694727
report,0.00026840742131128834
impracticable,0.0002670392373563445
colorado,0.0002644441106379605
intervention,0.0002606014650232173
connect,0.0002596159403803527
person,0.0002581714478301407
may,0.00025764519395886647
far,0.00025576783949045047
colony,0.00025561241242079565
honest,0.000253831966347312
recognized,0.00025229615793868004
trespasser,0.00025160484045054596
timber,0.00024740392398675255
consumer,0.0002455958395714304
island,0.00024458117722216035
suggest,0.00024376438166157644
name,0.00024315896075903414
though,0.00024173802774552606
thereto,0.0002410536324071685
insurrection,0.00023897881733946357
real,0.0002374260022250365
exhibition,0.0002326487092603547
possessed,0.0002320962496691172
spain,0.00023134698488033116
distant,0.00023092197826806343
belligerency,0.0002303777143459304
ready,0.00021759791510255218
regulating,0.00021755509503804165
invalid,0.00021732248683624858
citizenship,0.00021463469059040003
polygamy,0.00021313047819986343
right,0.00021128787748526587
pension,0.0002109537671962517
mechanic,0.00021071578233193965
expense,0.0002096004516047248
monthly,0.00020290157988712466
requirement,0.0002024189438763922
mining,0.00020130517168517528
torpedo,0.00019659124738871008
law,0.00019241359693628372
marked,0.00019228925518525192
fertile,0.00018956146151915727
control,0.00018934578840739004
presented,0.00018788494241046152
individual,-0.00018940053072907836
executive,-0.00018960498377413874
process,-0.00018998863824786557
society,-0.00019187885568168708
direction,-0.00019217523595507633
china,-0.0001977222549037579
price,-0.00019844275992401435
clear,-0.00019974672984057436
pas,-0.00020058183370929227
consequence,-0.00020077367303969408
carry,-0.0002009375471724711
although,-0.00020094742206665852
practice,-0.0002017722822185392
security,-0.00020206882971283345
world,-0.00020277650977522745
example,-0.00020437378433958543
level,-0.00020438244817863835
life,-0.00020614196722953606
farmer,-0.00020718062172383732
major,-0.00020752617833843455
attack,-0.00020766662298192347
concern,-0.0002089714562058224
living,-0.0002093973505761371
generation,-0.00021103413778600377
health,-0.0002119685627931897
left,-0.00021324246451615066
tariff,-0.00021414033780439433
soviet,-0.0002176142376226336
moment,-0.00021812649195653954
trade,-0.00022087734998979888
labor,-0.00022218788880037346
community,-0.00022344424791683268
spending,-0.00022461963148957543
serious,-0.00022610978308471803
resource,-0.00022677350007238258
course,-0.00022707658389007346
forward,-0.00022816827983422033
deficit,-0.0002290426326864057
task,-0.0002290870393914457
build,-0.0002316329834804858
problem,-0.00023262572648715367
employment,-0.00023471720428572983
safety,-0.00023489318828327842
tribe,-0.00023675451386783486
different,-0.00023685034158265123
regulation,-0.0002369944122948256
alone,-0.00023859241905392804
fellow,-0.00024037447705609478
democracy,-0.00024102661792287753
wage,-0.00024103632710040097
military,-0.0002412692782183043
loan,-0.00024709938678365136
total,-0.0002490265014662527
trust,-0.0002515652410834309
better,-0.0002523603040330687
challenge,-0.00025608458593736054
men,-0.0002587802633363498
stand,-0.0002597788719977716
cooperation,-0.0002657556110164094
percent,-0.0002700825678358612
worker,-0.00027397404575290756
goal,-0.00027827059001983725
settlement,-0.0002785128191484597
domestic,-0.00028078361709857244
public,-0.00028084903514942526
enemy,-0.00028640382160671427
cut,-0.0002875258597032223
information,-0.00029429367312141396
issue,-0.0002962583473151367
get,-0.00030033924097988486
dollar,-0.00030726665618059396
ought,-0.00030886599214475537
ask,-0.00030979165405558217
president,-0.00031751068312576506
know,-0.00032052363284339197
human,-0.0003214937678464387
bill,-0.00032932673030541
economy,-0.0003467154043102058
establishment,-0.0003487237552953816
city,-0.0003499331167717025
keep,-0.00035052877242792134
strong,-0.0003509389519373066
new,-0.0003603795787429768
member,-0.00036108102264046613
peace,-0.0003651653678099558
billion,-0.00037028091398556633
bank,-0.00039547269919654117
action,-0.00040359773444355025
american,-0.0004559158815526376
today,-0.0004597157897720045
care,-0.00046045014169693543
budget,-0.00047502189639533123
tonight,-0.00048278265369232977
million,-0.0005020691366133133
constitution,-0.0005191975714822031
plan,-0.0005559643122808048
freedom,-0.0006077403072744588
job,-0.0006253873502413487
let,-0.000629469039588674
help,-0.0006562420386960604
economic,-0.0006589576450885866
need,-0.0006675634100549595
union,-0.0007364049412160819
program,-0.0008118162833562361
federal,-0.0008382184281964598
america,-0.0015075652048568346
