,row_1997_data
child,0.003281172741995395
america,0.0029634506958789485
school,0.0027946084033170556
challenge,0.0017195304631334965
parent,0.0016621878296652205
century,0.0014416514070126397
teacher,0.001354383005259082
welfare,0.001231793663658898
community,0.0012237120000950156
student,0.0012013222763380242
budget,0.0011443466837412998
tonight,0.001131375490937257
education,0.0011168507381954678
college,0.0011121195963043114
thank,0.0010467684136709374
four,0.0010355963184954923
build,0.0010043798694155481
read,0.0009975618480521015
american,0.0009211164390118241
new,0.000901409182154519
standard,0.0008872947659028516
start,0.0008614720418834445
world,0.0008190659039666621
family,0.0007996547815673219
prepare,0.0007845735257304913
internet,0.0007738792719820995
democracy,0.0007410984591572721
year,0.0007239678736448568
nato,0.0007103229121659389
cold,0.000699356934740497
help,0.0006788120940664479
learning,0.0006652396270712777
governor,0.0006320392705069125
first,0.000629626487818472
know,0.0006252477891182715
environment,0.000619534173497164
job,0.000618797056901506
ban,0.0006180356612312393
create,0.0006079015197897521
work,0.0006068506133198029
together,0.0006041279910865578
best,0.0006018293116301553
kristen,0.0005834843214699499
bipartisan,0.000579298818026283
pas,0.000578610065228349
teaching,0.0005678724982143623
president,0.00053581112504105
let,0.0005215585510262266
proud,0.0005177991932964408
make,0.0005173897916566919
ask,0.00051536986816891
thousand,0.0005069027069740729
reading,0.0005037211102679965
lose,0.0005027487774098385
pay,0.0004948768132312225
vice,0.00048692397500393853
leadership,0.00048467448047528325
global,0.0004811745751774041
falling,0.00047333509870194237
science,0.00046195437280498696
democratic,0.0004616875009108955
keep,0.0004600429319293258
chemical,0.00045829282039586085
math,0.00045420876081201387
balanced,0.00044480802689325996
live,0.0004423565712133396
zarfos,0.00043761324110246254
tejeda,0.00043761324110246254
led,0.0004374858283261139
drug,0.000435988723190092
action,0.0004326158829357831
tutor,0.00042962462526879527
farsighted,0.00042759453634171827
go,0.0004185895309642422
balance,0.0004173042464719743
economy,0.00041177960416303723
health,0.0004049204151278425
second,0.0004028039444728291
say,0.00040248797218453
expand,0.00039156688980279485
immigrant,0.0003868319273230503
test,0.00037072356680384203
tuition,0.0003685841168141417
people,0.00036853073805012985
republican,0.0003650386748659738
high,0.00036143663034152537
strong,0.0003609438247215282
dramatically,0.00035790710361099866
china,0.000356410806154788
technology,0.0003557779997609325
join,0.00035033608873555474
lifetime,0.00034896624273929566
medical,0.00034848295100571244
connect,0.0003465687941638741
simply,0.00034575742664073747
reform,0.0003430107534455332
unfinished,0.0003428740255896969
stop,0.0003396230966789959
hospital,0.0003381196723076669
sure,0.00033762127969918734
million,0.0003370086426545153
scientist,0.0003359109754549846
next,0.000332439483578251
medicare,0.0003315738899687479
finish,0.0003293947371524852
endanger,0.00032823905268787427
advantage,-0.0003293241473946595
payment,-0.00033017789339714003
commercial,-0.0003314436398029725
equal,-0.0003334488728001609
existing,-0.00033370698729240275
form,-0.00033615982196699446
condition,-0.0003363162161367531
reduction,-0.00033784579402830055
minister,-0.00034046730752226336
found,-0.0003434474821626047
sum,-0.0003443581536025283
establishment,-0.0003487237552953816
recommendation,-0.0003489429574776905
message,-0.00035048595633423553
general,-0.0003517263571682365
court,-0.000356931280865226
interest,-0.00035755709022037175
production,-0.0003614324176966813
navy,-0.00036200924017494297
free,-0.0003622733440395269
british,-0.00036419784583932585
respect,-0.00036590040146231137
congress,-0.00036956666548223355
expense,-0.0003716989267983125
power,-0.000376417340776742
received,-0.0003778666803707705
political,-0.0003802722046490897
fiscal,-0.00038587790295883636
republic,-0.0003927502367750743
control,-0.0003958395013890268
improvement,-0.00039710199484534577
greater,-0.00039834645946761277
foreign,-0.00040208329811307976
thing,-0.00040381348250783424
certain,-0.00040971426733799174
policy,-0.00041184093603224554
others,-0.0004152403129536503
senate,-0.0004170928840358083
recommend,-0.00042263681924211875
part,-0.0004241454594216556
several,-0.00042436420466661015
fact,-0.00042822820877834396
operation,-0.0004292965819172154
commission,-0.00043990757889865526
treaty,-0.0004420854538801349
whether,-0.00044503502684332887
thus,-0.0004450963435903963
industry,-0.0004493991331846456
individual,-0.0004503701746794269
executive,-0.0004506474095313166
taken,-0.0004516931491176142
protection,-0.00045217869066976814
given,-0.0004620659196596075
price,-0.00046257950521917576
object,-0.0004650886511932149
appropriation,-0.00046658026861405436
vessel,-0.0004752276516438357
period,-0.00047996955874042417
necessary,-0.0004903376164183861
might,-0.0004904225900520203
claim,-0.0004916922783437571
labor,-0.0004941786675022969
indian,-0.0004949497495729807
course,-0.0005006088423065201
territory,-0.0005114901252375094
justice,-0.0005122513011617673
amount,-0.0005204484746260708
however,-0.0005218059224701638
toward,-0.0005221464761351048
whole,-0.0005260828088139796
officer,-0.0005311120605254035
case,-0.000544589411523187
expenditure,-0.0005673849290432017
session,-0.0005810623917701523
question,-0.0005902102146504164
revenue,-0.0005912300861534947
among,-0.0006008147243269447
defense,-0.0006036718938248419
provision,-0.0006180533782713104
treasury,-0.0006223011927139787
may,-0.0006301078165969958
report,-0.0006427524556259105
relation,-0.000649291104150079
consideration,-0.0006951940654103063
department,-0.0008050002320331357
purpose,-0.0008231091725372575
public,-0.0008570641854032558
well,-0.0008681232074720933
state,-0.0009295425689748997
duty,-0.001058063504952141
united,-0.001146439288097661
made,-0.0011764147444517383
present,-0.0012287827260734296
government,-0.0025807143553152607
