,row_2020_data
american,0.002371921812871487
america,0.0023670776969488172
administration,0.0016570173566931592
sanctuary,0.0013647136800398162
healthcare,0.0013629597935923745
alien,0.0012880006023135656
percent,0.001147352606105379
criminal,0.0010960153343008172
ellie,0.00108407563260579
god,0.0010224837529424304
tonight,0.0010103441637800362
family,0.0010099832065804332
illegal,0.001000096903872452
ago,0.00092933601055744
kayla,0.0009131408385723771
million,0.0008623791330560993
ever,0.0008387791704968171
border,0.000838438146986099
janiyah,0.0007743397375755641
iain,0.0007743397375755641
unemployment,0.0007467829336481565
drug,0.0007431024397128957
ice,0.0007413805052720801
first,0.0007259538161204692
gallery,0.0007157637384611553
job,0.0007019483242551218
sergeant,0.0006977239453302136
woman,0.000658664229112052
assault,0.0006463299058157715
done,0.0006366343623584013
arrested,0.0006354423388640568
soleimani,0.0006194717900604513
ortiz,0.0006194717900604513
hake,0.0006194717900604513
amy,0.0006194717900604513
tony,0.0006154613619239111
record,0.0005940728927440494
child,0.0005935883349505007
charles,0.0005890909580179061
nafta,0.0005887812459024861
working,0.0005852962737351406
isi,0.0005739779331382607
born,0.0005659605936978446
lowest,0.0005631738798940937
iranian,0.0005625402353527553
decade,0.0005600251657017353
school,0.0005562445341678173
patrol,0.0005545672503426505
always,0.0005435554163004885
thanks,0.0005315593361870117
baby,0.0005210802899772741
new,0.0005148801258831582
anything,0.0005140204113767838
please,0.0005129153106091308
evening,0.0005114038409502942
signed,0.0005084321499000421
lady,0.0004880224567885848
opportunity,0.0004757659696767286
hero,0.00046508577500787305
mcgee,0.00046460384254533847
gage,0.00046460384254533847
jody,0.00046460384254533847
love,0.0004640884163310462
maduro,0.00045916943254699816
patient,0.00045798224098069016
chris,0.0004561446534210759
seen,0.0004527222669557484
space,0.00044956094426737913
rush,0.0004388242857477487
young,0.00043838830747130347
day,0.0004315126906055531
proud,0.0004312404750217828
youngest,0.00042558494563803235
stand,0.00041991993513446275
venezuelan,0.00041882985074124596
senator,0.00041619015639362324
went,0.0004115132717425938
workforce,0.0004050147327562578
victim,0.0004038185488559553
scholarship,0.000403739118545932
failing,0.0003948048616906003
pas,0.0003924883196398801
countless,0.00039225718843768833
epidemic,0.00039148939319977387
recorded,0.0003885977381386012
level,0.00038668878013085206
fighter,0.00038604326782098607
wrote,0.0003789431074056167
incredible,0.000376951608862813
rocky,0.000375724509896698
factory,0.00037429346062721393
loved,0.0003722175102311236
california,0.0003710298314698743
deadly,0.00036931548778394154
never,0.00036881044024013494
prayer,0.00036387351963968097
reached,0.00035865558600460556
sitting,0.00035844935743553375
brother,0.0003581390136958164
zone,0.00035686962571882577
stamp,0.00035590970084445355
radical,0.0003371730505818684
life,0.00033617896187239826
came,0.0003354307580488447
whose,-0.000337631246918452
growth,-0.0003399089654595986
institution,-0.0003404207002293055
minister,-0.00034046730752226336
affair,-0.0003420501546396244
sum,-0.0003443581536025283
europe,-0.00034595340103577373
establishment,-0.0003487237552953816
recommendation,-0.0003489429574776905
point,-0.0003535742927305192
character,-0.0003570268190924562
importance,-0.000359374396053178
production,-0.0003614324176966813
small,-0.000361836976455127
navy,-0.00036200924017494297
development,-0.0003641900543789827
british,-0.00036419784583932585
common,-0.0003674669589925403
regard,-0.00037117792213303127
expense,-0.0003716989267983125
political,-0.0003802722046490897
strength,-0.0003831579983059666
well,-0.00038580895473580784
fiscal,-0.00038587790295883636
responsibility,-0.00038878923202709465
line,-0.00039518636073073777
bank,-0.00039547269919654117
improvement,-0.00039710199484534577
due,-0.0003989838390396736
demand,-0.0003994288371795222
part,-0.0004000343271399119
international,-0.00040180216687482373
thing,-0.00040381348250783424
certain,-0.00040971426733799174
therefore,-0.0004134283287650651
party,-0.00041973909785963844
recommend,-0.00042263681924211875
prosperity,-0.000422872029687061
several,-0.00042436420466661015
commission,-0.00043990757889865526
war,-0.00044336300519318876
thus,-0.0004450963435903963
industry,-0.0004493991331846456
individual,-0.0004503701746794269
protection,-0.00045217869066976814
proper,-0.0004533684607940133
object,-0.0004650886511932149
appropriation,-0.00046658026861405436
necessary,-0.0004729190376566027
vessel,-0.0004752276516438357
claim,-0.0004916922783437571
representative,-0.0004927432546485027
indian,-0.0004949497495729807
secretary,-0.0004970495189508885
cause,-0.0005001287089591407
resource,-0.000500210890169253
course,-0.0005006088423065201
service,-0.00050302568646643
power,-0.0005036318420633725
problem,-0.0005078789980849252
need,-0.0005103573436958693
use,-0.0005199712056230062
however,-0.0005218059224701638
toward,-0.0005221464761351048
large,-0.0005324178918503027
case,-0.000544589411523187
principle,-0.0005519275079238602
continue,-0.0005552009686982417
debt,-0.0005597339841751465
expenditure,-0.0005673849290432017
view,-0.0005703245690193766
session,-0.0005810623917701523
question,-0.0005902102146504164
revenue,-0.0005912300861534947
defense,-0.0006036718938248419
provision,-0.0006180533782713104
attention,-0.0006309701005914452
relation,-0.000649291104150079
present,-0.000671657735072801
commerce,-0.0006810655907178349
consideration,-0.0006951940654103063
important,-0.000716167238333657
business,-0.0007255182357616974
national,-0.0007452691060027723
way,-0.0007524311347984915
department,-0.0008050002320331357
purpose,-0.0008231091725372575
public,-0.000824158273438868
measure,-0.0008288161475833903
foreign,-0.0008684727778219936
treaty,-0.0009201241231850748
subject,-0.0009996823461238388
duty,-0.001058063504952141
interest,-0.0013869783385276012
government,-0.0014209033092693526
may,-0.001423803194179984
