,row_1908_data
corporation,0.0014528744569974
forest,0.0013637044711534117
judge,0.0013565081340538403
mountain,0.0010883984738820904
interstate,0.0010127192734974214
men,0.000957585851949193
employee,0.000762927125126727
control,0.0007277053121123437
court,0.0006659366416563187
destruction,0.0006523016637086361
bureau,0.0006001551240591837
fishery,0.0005245939480322068
class,0.0005224123211181458
damage,0.0005149331029922268
business,0.0005121930368340358
labor,0.0004866965510057254
deforestation,0.0004830700607360182
wealth,0.00048127192822470394
wageworkers,0.00047652906010031817
officer,0.00044642644675655556
improper,0.0004378692808652098
body,0.00041121170700769596
injunction,0.00041027776810211285
work,0.0003902765424978977
employer,0.0003779126047204811
photograph,0.0003757211583502365
filipino,0.0003694555021924511
man,0.0003630558699591104
secret,0.00036165101369550865
done,0.00035708445459598897
wrongdoing,0.0003494277011454391
waterway,0.0003486501223602226
show,0.0003368431488820251
wise,0.0003361611524659805
tree,0.0003267597277583419
formerly,0.00032549220230477523
legislator,0.0003241853790827951
towards,0.00032078012425373393
saving,0.00031517447092326646
practically,0.00031234815641318275
service,0.00030648072491983166
believe,0.00030486447139025806
absolutely,0.00030347764498325297
remedy,0.000303286158273832
northern,0.0002984068123461223
modern,0.00029580693538629654
industrial,0.0002941135041884456
reckless,0.0002919230959785502
far,0.00028834930981788627
shown,0.00028791158732928976
liability,0.0002856397593983143
supervision,0.0002829526290303909
action,0.00027914431525652525
exposition,0.00027821063499246056
often,0.0002733535550600132
philippine,0.00027235287762936145
china,0.00026709610895362843
railroad,0.0002625090943854636
soil,0.00025864090500173374
least,0.00025852210002711524
unconstitutional,0.000256550205923021
accident,0.00025598271490540417
individualism,0.00024937343321518464
striking,0.0002487295999457926
river,0.0002469277636032647
fashion,0.0002434469710329997
movement,0.00024016708461558278
law,0.00024011891679870932
entire,0.00023746994434608538
instance,0.00023142981036748924
promotion,0.00022961136293140737
wrong,0.00022831262602984948
exercise,0.00022817360246622448
workingman,0.0002281479289379148
educational,0.00022656143985478564
result,0.0002252914720732914
parcel,0.00022156869668198972
consciousness,0.0002177522913467642
panama,0.00021659159114279677
liberty,0.00021510213443501613
standpoint,0.00021469144759761114
unwise,0.00021318850382444845
alcohol,0.00021051202557458238
vegetation,0.00021044265463066484
occupation,0.00020772909723456123
technicality,0.0002068404506345881
outside,0.00020304932950590473
philosophy,0.00020164896389835303
rifle,0.00019993955493795317
shareholder,0.0001971121485792975
crippled,0.00019706407168238049
mischief,0.00019406574416940263
thoroughgoing,0.00019327596487011384
century,0.00019273299805410105
extreme,0.00019143222940224287
wrongdoer,0.00019096634967698966
seniority,0.00019022440515145827
justice,0.00019008096222543553
great,0.0001888141768106535
regard,0.00018736166354528635
matter,0.00018624357029760704
barren,0.0001860439896191948
certain,0.00018492070733316598
rain,0.0001820303472246314
selection,0.00018143450876453274
revenue,-0.00018150181934908119
loss,-0.000181518607796058
presented,-0.00018233849351878808
disposition,-0.00018333103046015147
third,-0.00018433626242892967
create,-0.00018487004820217075
might,-0.0001859876485416521
nuclear,-0.00018687431442910332
friend,-0.00019282673533891828
security,-0.0001936468427622986
estimated,-0.00019612152945123096
late,-0.00019947523708195125
know,-0.00019997820905704572
fiscal,-0.00020020999033759583
new,-0.00020119438778881291
energy,-0.00020219477634988842
satisfaction,-0.0002022988426594969
ready,-0.00020591297209789024
major,-0.00020752617833843455
history,-0.0002076363613598481
weapon,-0.00020862840865994563
influence,-0.00021004800564864418
investment,-0.0002104394091144319
state,-0.000212363463004205
live,-0.00021331584094284558
pay,-0.00021350271388002523
beyond,-0.00021378480700774786
tariff,-0.00021414033780439433
future,-0.00021500384861311572
report,-0.00021521041007742356
soviet,-0.0002176142376226336
close,-0.00021826784707828473
economy,-0.00022145557740524825
arrangement,-0.0002218143072660449
submitted,-0.00022203034579280358
reduce,-0.00022233672555136287
spending,-0.00022461963148957543
situation,-0.0002300555426127559
prosperity,-0.00023031633018762718
together,-0.00023271588919585202
area,-0.00023487691228607694
debt,-0.0002360468461727052
tribe,-0.00023675451386783486
france,-0.00024429129701797396
year,-0.00024847345054916344
challenge,-0.00025608458593736054
communication,-0.0002564517511552035
today,-0.0002608420885477416
next,-0.00026455266583133753
intercourse,-0.0002675203692362666
percent,-0.0002700825678358612
friendly,-0.0002713078423104426
goal,-0.00027827059001983725
maintain,-0.00027833812644490087
settlement,-0.0002785128191484597
obligation,-0.0002786360314643918
want,-0.0002805553222678534
domestic,-0.00028078361709857244
cost,-0.0002835743243936073
income,-0.00028644004139051363
claim,-0.0002877116445212946
portion,-0.00028875574319278154
spain,-0.0002946503058339993
confidence,-0.00029606673612498274
early,-0.00029771319293587486
negotiation,-0.00029858487574303285
help,-0.00030910070212091987
britain,-0.0003091182491866079
ask,-0.00030979165405558217
circumstance,-0.00031052546694324397
congress,-0.00031348023810218867
convention,-0.00032145438950635343
trade,-0.00032424560270413304
capital,-0.00032624215876866767
war,-0.0003264728672848267
world,-0.0003385082275035148
production,-0.0003614324176966813
british,-0.00036419784583932585
billion,-0.00037028091398556633
freedom,-0.00038755539212616307
force,-0.000420590914370776
citizen,-0.0004264692927541911
free,-0.00043645123740806426
united,-0.0004438464907276548
price,-0.00046257950521917576
budget,-0.00047502189639533123
subject,-0.000475531644435354
tonight,-0.00048278265369232977
peace,-0.0005029243208520798
american,-0.000539131794758375
defense,-0.0006036718938248419
job,-0.0006253873502413487
treaty,-0.0006678184670319298
america,-0.0007719593463727358
program,-0.0008118162833562361
