,row_1819_data
spain,0.006221678394881456
treaty,0.004229170078011106
minister,0.0021815535763681226
ratified,0.00208206228341679
explanation,0.0019314533068613235
article,0.0018448106061032521
catholic,0.0018059990327316312
united,0.0016928617771386784
ratification,0.0016786255339803146
majesty,0.001419090010615104
state,0.00128979609311046
manner,0.0012598926865669282
view,0.0011231574456143558
respecting,0.0011018819972744777
loss,0.0010630933423477094
presumed,0.0010194684279807337
concluded,0.0009611081028925363
instructed,0.0009427847423628932
likewise,0.0009211306224812748
affected,0.0009143324452786955
ratify,0.0009005478400196552
friendly,0.0008713665802046602
cause,0.0008687064796203646
delay,0.0008685387267940406
terminate,0.000848950378505461
ceded,0.0008284650252482445
government,0.0008230902834779033
party,0.000809235038625443
obtain,0.0008026438275166537
pecuniary,0.0007815943858185156
grant,0.0007538608719750473
entertained,0.0007261095297468865
desired,0.0007079644643013522
recently,0.0007043557240886949
difference,0.00069846141911516
fortification,0.0006725534308504866
understood,0.0006674551233153841
due,0.0006612268888169599
adventurer,0.0006455596217029245
province,0.0006453505353432142
formed,0.0006273689695540168
withheld,0.0006146374048733978
madrid,0.0006132041361843138
occurred,0.0006118319915946574
sustained,0.0006087774653690742
pursued,0.0005980007581902037
advantage,0.0005851425959530823
cession,0.0005810353211053949
submitted,0.0005712651276824321
alleged,0.0005654680680478898
spanish,0.0005634737126674089
meaning,0.0005596166143487236
strong,0.0005541063583763375
coast,0.000548732856545652
injury,0.0005377050811002236
mentioned,0.0005299657407558203
desirable,0.0005133723579360675
neutrality,0.0005112146835677054
manufacturer,0.0005026291775045923
proceeding,0.0004970506583716911
ship,0.000493940992619528
limit,0.000492521710367622
effect,0.00048590362436274834
transmitted,0.00047015440819787055
derangement,0.00045398073280380374
stated,0.00045323302912528133
embarrassment,0.00045023960165349125
contemplated,0.00044686417064076887
regret,0.0004460749878782862
principal,0.0004441762917538887
relating,0.0004385059515887972
evidently,0.00043812483750146745
tolerated,0.00043733408900167896
contingent,0.0004372580973492094
circumstance,0.000437104760398825
whether,0.00043583666653104704
may,0.00043454537552496046
obvious,0.00043359142949550317
proper,0.0004265243243017328
bordering,0.0004236015660483385
although,0.00041847415848144146
invariably,0.00041572816463194173
satisfactory,0.0004136116123915811
adverse,0.00040447350168413046
obtained,0.00040222392935451387
advanced,0.00040190663146147864
utterly,0.00040010648854635117
dispatched,0.00039930577317662486
unexpected,0.0003992558062980507
evinced,0.0003984073833088784
quarter,0.00039745826821699056
examined,0.00039717235642709145
ayres,0.0003939515615032085
proposal,0.00039295629909692943
known,0.0003900867468154471
latter,0.0003894360746758997
establishment,0.0003889191934105464
afford,0.0003805305904569794
course,0.000376835309665179
intent,0.00037490221933816654
buenos,0.0003732856647765112
british,0.00037078080249124687
sense,0.00036818668293359347
territory,0.0003660951259717407
purpose,0.0003649448600211567
regard,0.00036284166173600733
abuse,0.0003599781505328114
communicate,0.0003599772752916492
member,-0.00036108102264046613
production,-0.0003614324176966813
small,-0.000361836976455127
special,-0.0003635099951135794
development,-0.0003641900543789827
reform,-0.00036682968007066064
office,-0.00036768735834252726
secure,-0.00036878125763521984
billion,-0.00037028091398556633
army,-0.0003799807823890952
political,-0.0003802722046490897
strength,-0.0003831579983059666
go,-0.00038408732439077425
fiscal,-0.00038587790295883636
energy,-0.00038833992003160057
republic,-0.0003927502367750743
benefit,-0.000393144128822365
history,-0.0003950721447948265
line,-0.00039518636073073777
control,-0.0003958395013890268
improvement,-0.00039710199484534577
say,-0.00039791671430461264
greater,-0.00039834645946761277
international,-0.00040180216687482373
pay,-0.0004023017422935721
increased,-0.0004024744039246873
school,-0.00040309006856370245
thing,-0.00040381348250783424
another,-0.00040775151863680666
private,-0.00041519206656594204
others,-0.0004152403129536503
possible,-0.00042678320907431425
commission,-0.00043990757889865526
provide,-0.00044112306941478536
ever,-0.000442199545915007
industry,-0.0004493991331846456
today,-0.0004597157897720045
appropriation,-0.00046658026861405436
administration,-0.00046829893200340313
money,-0.0004711386103881173
end,-0.0004731652253284653
budget,-0.00047502189639533123
rate,-0.00047625674778421025
never,-0.0004768112725275202
tonight,-0.00048278265369232977
cost,-0.00048679333002597114
secretary,-0.0004970495189508885
problem,-0.0005078789980849252
constitution,-0.0005191975714822031
use,-0.0005199712056230062
toward,-0.0005221464761351048
better,-0.0005335032155290547
work,-0.0005421416078246978
past,-0.0005472495438381224
change,-0.0005507490797047215
already,-0.0005521039561176359
together,-0.0005552162817949963
plan,-0.0005559643122808048
best,-0.0005571619410892556
family,-0.0005591489080654708
expenditure,-0.0005673849290432017
among,-0.0006008147243269447
defense,-0.0006036718938248419
freedom,-0.0006077403072744588
world,-0.0006146347901961943
president,-0.0006159723904708367
job,-0.0006253873502413487
let,-0.000629469039588674
child,-0.0006312195625115548
legislation,-0.0006341081526858223
economy,-0.0006520886028177577
help,-0.0006562420386960604
economic,-0.0006589576450885866
military,-0.0007063400521645674
america,-0.0007204593177261554
action,-0.0007212593517654528
business,-0.0007255182357616974
men,-0.000732166427402531
increase,-0.0007571249328367085
general,-0.0008021919328332331
security,-0.0008065524110817461
program,-0.0008118162833562361
life,-0.0008135111393772188
federal,-0.0008382184281964598
tax,-0.0008633608964333507
people,-0.0008772797260829995
policy,-0.0008811471328125342
one,-0.0008902037959862575
system,-0.0010087163922128562
service,-0.001019784932790698
need,-0.0010290669756435147
american,-0.002437577104305098
