,row_1852_data
subject,0.001261536624176531
survey,0.0009670856785599325
indian,0.0007125790938057244
duty,0.0007119068107165625
department,0.0005709160814828955
located,0.0005592332271135036
seaman,0.000539600647094365
rio,0.0005144512777271044
navy,0.0005085705047131583
regard,0.0004965266051568047
foreigner,0.00048488982976211276
arrangement,0.00047371451497673636
fishing,0.0004622968626669187
led,0.0004606515041434639
respectfully,0.0004601689373789085
grande,0.00045573160736111194
foreign,0.00045173077407305946
blessing,0.0004433723549411859
charge,0.0004005594156422102
warrant,0.0003918954023766685
mexico,0.00038771884003466575
expedition,0.00038279519996884444
exclusive,0.0003815587700501243
postage,0.0003793153677987644
revolution,0.00035944035303937306
imported,0.00035270709174925696
acre,0.0003495188056622172
convention,0.00033773374212861296
however,0.0003312076655768668
pursued,0.0003279246158282189
punishment,0.0003217838004310307
interior,0.0003191879679271967
fraud,0.00031309636428387077
boundary,0.00031256713338773904
owing,0.0003094454846826496
establishment,0.00030722776306309647
proviso,0.00030390449698528254
california,0.0003024757629063385
believed,0.0003019148885900662
peruvian,0.00029995262152501703
surveyor,0.00029829304402682405
prosperity,0.0002978824531000792
oregon,0.00029537115325265915
tribe,0.00029489495873871485
apart,0.0002938648325012186
colonial,0.00028563750365977945
opened,0.0002828814630488386
importer,0.0002809325275501135
acknowledged,0.0002714957888052451
specific,0.0002688582798095492
alarm,0.00026457126316880485
enterprise,0.0002591442452360413
clerk,0.00025891073739154897
completed,0.00025853911764139864
appropriation,0.00025788816664650466
requires,0.00025398770853962493
exported,0.0002526987856681091
attempt,0.0002514635484253962
alluded,0.0002510091328692162
minister,0.00024911329896661635
acceptable,0.0002438976895662595
publication,0.0002432933377669515
attention,0.000241705394470562
exist,0.00023806015793392267
sold,0.00023731010569434172
pacific,0.00023650687464146292
newly,0.00023615007992986358
washington,0.00023555570966890294
secretary,0.00023257687463690014
besides,0.0002325238341228412
instructed,0.00023236192344500974
course,0.00022974833696231243
england,0.00022783332214254163
suggestion,0.0002264413823475696
different,0.00022297448361702644
district,0.0002177028612620839
lobos,0.00021594800475455595
weakness,0.00021533030320364292
river,0.000215234752517197
nicaragua,0.00021377384624092678
country,0.0002099409633923464
deprives,0.0002072666605038351
officer,0.00020654861138826735
bribe,0.0002058585690712579
shore,0.00020546836596237812
place,0.00020378382175549045
perjury,0.00020218871317104366
fraternity,0.00020138027180334028
extent,0.00020096990824831017
mouth,0.00020066669211888315
affording,0.0002003650760276004
invoice,0.00019982147264877695
fame,0.00019972166658100405
needed,-0.000199230116596024
financial,-0.00019950272472805375
propose,-0.00020008579231344065
sound,-0.0002017173701098978
practice,-0.0002017722822185392
level,-0.00020438244817863835
held,-0.0002072855649467368
major,-0.00020752617833843455
attack,-0.00020766662298192347
company,-0.00020806349244752834
weapon,-0.00020862840865994563
meet,-0.00020923271363329575
living,-0.0002093973505761371
investment,-0.0002104394091144319
sure,-0.00021072455019943077
troop,-0.00021243609840229574
four,-0.000217340071193547
soviet,-0.0002176142376226336
proposal,-0.00021761480612173963
estimate,-0.00021892851890192028
increase,-0.00022074216333776254
year,-0.0002221597119523715
farm,-0.000224329415340507
spending,-0.00022461963148957543
independence,-0.00022554583424225181
face,-0.00022674866673977594
standard,-0.00022825174721935834
deficit,-0.0002290426326864057
task,-0.0002290870393914457
congress,-0.0002295822543528954
situation,-0.0002300555426127559
build,-0.0002316329834804858
rule,-0.00023189200167559234
relief,-0.00023440979029203048
effective,-0.00023480052687221905
field,-0.000235650173684004
arm,-0.00023619408491726886
alone,-0.00023859241905392804
fellow,-0.00024037447705609478
seek,-0.0002405680394889714
expenditure,-0.00024066766840272942
democracy,-0.00024102661792287753
wage,-0.00024103632710040097
loan,-0.00024709938678365136
method,-0.00025190805069774853
challenge,-0.00025608458593736054
woman,-0.0002579061500531372
stand,-0.0002597788719977716
adequate,-0.00026174219191153053
cooperation,-0.0002657556110164094
percent,-0.0002700825678358612
worker,-0.00027397404575290756
goal,-0.00027827059001983725
essential,-0.0002861331351638332
enemy,-0.00028640382160671427
income,-0.00028644004139051363
cut,-0.0002875258597032223
child,-0.00028871339734990104
credit,-0.00029405258351037966
issue,-0.0002962583473151367
get,-0.00030033924097988486
welfare,-0.00030071527249889894
working,-0.000303114618578888
back,-0.000304512998999077
economy,-0.000304738943188857
dollar,-0.00030726665618059396
faith,-0.00031322527570601193
social,-0.00031377497292920043
ago,-0.0003151006507952522
local,-0.00032018775765458213
trade,-0.0003230669865105088
recommendation,-0.0003489429574776905
strong,-0.0003509389519373066
court,-0.000356931280865226
education,-0.0003587547145984855
development,-0.0003641900543789827
reform,-0.00036682968007066064
secure,-0.00036878125763521984
billion,-0.00037028091398556633
future,-0.00037817369952568796
responsibility,-0.00038878923202709465
bank,-0.00039547269919654117
greater,-0.00039834645946761277
demand,-0.0003994288371795222
war,-0.0004158526934864592
security,-0.00042726800257998263
people,-0.0004289351314551681
today,-0.0004597157897720045
next,-0.00046415509713216717
like,-0.00046530975890112343
budget,-0.00047502189639533123
health,-0.0004806565716769536
tonight,-0.00048278265369232977
problem,-0.0005078789980849252
better,-0.0005335032155290547
opportunity,-0.0005586002616216971
job,-0.0006253873502413487
help,-0.0006562420386960604
economic,-0.0006589576450885866
world,-0.0006829894371044501
program,-0.0008118162833562361
million,-0.0008381692726569729
federal,-0.0008382184281964598
tax,-0.0008633608964333507
need,-0.0010290669756435147
america,-0.0010321029569542593
american,-0.0010884568718514975
