,row_1849_data
california,0.0019403424274597142
recommend,0.0012901234709511227
mexico,0.0010981453858327612
empire,0.0010130949426599434
treaty,0.000980958663101436
predecessor,0.0007461345473675906
territory,0.0007166046956911947
oregon,0.0006923889699674677
isthmus,0.0006547298139016114
minister,0.0006502950298007542
submitted,0.0006254936879584233
state,0.0006146630105371247
constitution,0.0006090287296185111
german,0.0005905184025221884
congress,0.0005549155887662098
late,0.0005522090728216216
letter,0.0005506375559157239
postage,0.000536752057666696
correspondence,0.0005269268379687515
observance,0.0005195915120169662
respectfully,0.0005157433148476753
charge,0.0005018086977385227
granada,0.0004922999072789234
republic,0.0004766680641522562
vessel,0.0004729752888193244
constructed,0.000471782613331046
secretary,0.00044872996298294017
ocean,0.0004278234572485691
mineral,0.0004266708248199638
proposed,0.00042573942702640736
frankfort,0.0004243872540621005
island,0.00042340041404733965
pacific,0.0004014197509219092
tehuantepec,0.00039901759309823637
elevate,0.00038511358640740085
san,0.00038361266433075493
connected,0.000381812791711816
extraordinary,0.00036468969194251876
mining,0.00036161576292226044
duty,0.0003610721638267659
therefore,0.0003598693421296666
canal,0.0003410215957754839
prussia,0.00033540652660758876
subject,0.0003332167931532101
accredited,0.0003330661335878955
panama,0.00033137084426723327
refer,0.0003265088493354724
nicaragua,0.0003256147908740663
provided,0.0003216271201128674
mail,0.00032078092690921
route,0.0003202401697554542
latest,0.00031796393415823654
expedition,0.0003125702101838139
kingdom,0.00031045385839324497
amity,0.0003090410558057757
harbor,0.00030806213185659986
estimate,0.00030748994913402456
relation,0.00030624662889831833
portugal,0.0002999421109212831
composed,0.00029900008905129786
denmark,0.00029826351748705874
view,0.0002947373935995473
coast,0.00028638826242053685
directed,0.000283014103995244
donelson,0.0002829248360414004
magyar,0.0002816580101961157
obtaining,0.00027850250879896257
guaranty,0.0002780670953804538
across,0.0002777346751949568
steamer,0.00027762101807067894
mexican,0.000276513691015247
lawful,0.0002753493269829822
cautiously,0.00027146339938573553
reconnaissance,0.00027119909937595556
cargo,0.0002682040674188467
strict,0.00026482425004089075
hidalgo,0.0002637981666837235
guadalupe,0.0002637981666837235
examine,0.00026297204513774146
practicable,0.00026193164934281923
communication,0.0002611426378309789
provision,0.00025679613302571376
especially,0.0002551606408442925
interpose,0.00025499388639308726
distracted,0.00025444280009339265
treasury,0.00025360646090955393
establishment,0.00025209405909621855
aid,0.0002520764450759403
envoy,0.00025107572804317264
intercourse,0.00024869663455882483
favorable,0.000246287640663684
character,0.0002440622250338214
advice,0.0002423259403312431
rome,0.0002418158235167067
shortly,0.00024068277411560914
coordinate,0.0002404089016015102
negotiated,0.00024036184584608227
obligatory,0.00023979844683695196
navy,0.00023934219701547492
protection,0.00023922437686221847
maintain,0.00023702268786767708
regulation,-0.0002369944122948256
real,-0.00023804871319902036
alone,-0.00023859241905392804
throughout,-0.0002391367036907466
second,-0.00023958270996172064
fellow,-0.00024037447705609478
democracy,-0.00024102661792287753
wage,-0.00024103632710040097
open,-0.00024712975710447954
total,-0.0002490265014662527
economy,-0.00024919935399391163
material,-0.0002509280823881129
product,-0.0002524220161820475
said,-0.00025470879498420577
challenge,-0.00025608458593736054
immediate,-0.00025734462678438547
woman,-0.0002579061500531372
difference,-0.00025902418501737746
abroad,-0.000259317619454162
annual,-0.00026170538376060716
adequate,-0.00026174219191153053
man,-0.0002679021733278678
percent,-0.0002700825678358612
per,-0.0002703914475422612
limit,-0.0002711260461259612
set,-0.00027181872911143936
return,-0.0002726964595126053
worker,-0.00027397404575290756
experience,-0.0002751179308761512
goal,-0.00027827059001983725
settlement,-0.0002785128191484597
find,-0.0002813376135697524
essential,-0.0002861331351638332
enemy,-0.00028640382160671427
nearly,-0.0002867806333988738
cut,-0.0002875258597032223
credit,-0.00029405258351037966
issue,-0.0002962583473151367
agreement,-0.0002994268791189387
get,-0.00030033924097988486
welfare,-0.00030071527249889894
article,-0.00030197518999583727
working,-0.000303114618578888
back,-0.000304512998999077
men,-0.0003070462103995464
dollar,-0.00030726665618059396
ago,-0.0003151006507952522
future,-0.0003169696434993705
way,-0.000322037694324306
building,-0.00032243027541896277
force,-0.0003254242795821306
call,-0.000326005097765017
capital,-0.00032624215876866767
bill,-0.00032932673030541
put,-0.0003423828950592155
three,-0.00034294755679325936
see,-0.00034750583375252174
keep,-0.00035052877242792134
strong,-0.0003509389519373066
member,-0.00036108102264046613
reform,-0.00036682968007066064
billion,-0.00037028091398556633
go,-0.00038408732439077425
history,-0.0003950721447948265
bank,-0.00039547269919654117
international,-0.00040180216687482373
pay,-0.0004023017422935721
school,-0.00040309006856370245
tax,-0.00040622632329097763
done,-0.00042494359564351325
possible,-0.00042678320907431425
fact,-0.00042822820877834396
provide,-0.00044112306941478536
america,-0.00044614966261830003
today,-0.0004597157897720045
like,-0.00046530975890112343
budget,-0.00047502189639533123
tonight,-0.00048278265369232977
problem,-0.0005078789980849252
better,-0.0005335032155290547
need,-0.0005373954342057445
continue,-0.0005552009686982417
debt,-0.0005597339841751465
peace,-0.0005615183792968478
even,-0.0005794186235568229
take,-0.0006074345542572942
year,-0.0006129141724028901
know,-0.0006197198828708693
job,-0.0006253873502413487
let,-0.000629469039588674
help,-0.0006562420386960604
economic,-0.0006589576450885866
business,-0.0007255182357616974
security,-0.0008065524110817461
program,-0.0008118162833562361
life,-0.0008135111393772188
million,-0.0008381692726569729
federal,-0.0008382184281964598
good,-0.0009996871539518666
