,element,global_weight
0,energy,0.030893142474460816
1,sustainability,0.022562001481541336
2,sustainable,0.022293073922176148
3,waste,0.016788387599487198
4,more,0.01628138410161123
5,solar,0.015386387662073281
6,campus,0.015163954026726956
7,transportation,0.014831617993897886
8,student,0.013264143097988014
9,efficient,0.013215159507490831
10,recycling,0.012810083320744422
11,dorms,0.0123307965164238
12,project,0.012083220201820151
13,water,0.010739480709274067
14,initiatives,0.010043076993842581
15,panels,0.009667158442571492
16,projects,0.009615516489956578
17,composting,0.00945793226999411
18,conservation,0.009063405183898912
19,food,0.008970839074959712
20,bins,0.008535219136900814
21,awareness,0.007931465878228234
22,renewable,0.007683889563624587
23,compost,0.007351637878615221
24,sus,0.0071557035166264875
25,environmental,0.007139837691739814
26,research,0.0070007776587817485
27,increase,0.006853826887290197
28,buildings,0.006652575801066005
29,new,0.006559925344307098
30,support,0.006508283391692185
31,make,0.006461958163312731
32,installation,0.006410316210697817
33,led,0.006407657848580088
34,staff,0.006404999486462358
35,panel,0.006363990982318363
36,shuttle,0.0061164146677147166
37,financial,0.0061164146677147166
38,bow,0.005969463896223166
39,fund,0.005917821943608253
40,local,0.005893981032368392
41,within,0.005819854762613885
42,radiator,0.005672903991122336
43,area,0.005672903991122336
44,renovations,0.005672903991122336
45,community,0.005450470355776011
46,hiring,0.005425327676518689
47,will,0.005425327676518689
48,convenient,0.005425327676518689
49,another,0.005376344086021505
50,fix,0.005376344086021505
51,revamp,0.005376344086021505
52,trainings,0.005376344086021505
53,airport,0.005376344086021505
54,form,0.005376344086021505
55,students,0.005355161536899374
56,green,0.0052625110801404655
57,dining,0.004780650261521821
58,events,0.004677366356291995
59,practices,0.004560790640473519
60,about,0.0037903450031072333
61,reducing,0.0037440197747277797
62,programs,0.0032951923738999394
63,halls,0.0032105170034942214
64,reduce,0.00313494979181974
65,workshops,0.0029443321540664658
66,hall,0.0028596567836607478
67,clubs,0.002761689602666381
68,program,0.0026994142015805485
69,education,0.0026067637448216412
70,efforts,0.002416146107068367
71,use,0.002405512658597448
72,impact,0.002405512658597448
73,reduction,0.002405512658597448
74,importance,0.0023565290681002646
75,friendly,0.0023075454776030815
76,bike,0.002261220249223628
77,benefits,0.002255903524988168
78,options,0.0022148950208441738
79,eco,0.002108952753496618
80,event,0.00201896065885544
81,dorm,0.0019752937925937163
82,provide,0.0019699770683582565
83,class,0.0019263102020965327
84,as,0.0019130183915078839
85,can,0.001817709572631247
86,campaigns,0.001815051210513517
87,initiative,0.0017740427063695227
88,club,0.0017687259821340632
89,promote,0.001763409257898604
90,items,0.0017277174779900693
91,cost,0.0017250591158723394
92,committee,0.0016787338874928858
93,share,0.0016760755253751557
94,garden,0.001673417163257426
95,budget,0.0016270919348779726
96,public,0.001621775210642513
97,implement,0.001619116848524783
98,college,0.0015727916201453297
99,materials,0.0015727916201453297
100,fashion,0.0015701332580275998
101,rain,0.0015291247538836055
102,funding,0.0015291247538836055
103,amount,0.001482799525504152
104,ideas,0.0014801411633864222
105,up,0.0014748244391509628
106,encourage,0.0014721660770332329
107,educational,0.0014695077149155034
108,clean,0.0014258408486537792
109,resources,0.0014258408486537792
110,lighting,0.0014258408486537792
111,create,0.0014205241244183199
112,film,0.0013795156202743256
113,gardens,0.0013768572581565957
114,paper,0.0013331903918948715
115,information,0.0013331903918948715
116,who,0.001330532029777142
117,strategies,0.0013278736676594124
118,incentives,0.0013278736676594124
119,zero,0.0013252153055416827
120,competitions,0.0012842068013976884
121,donating,0.0012842068013976884
122,development,0.0012815484392799585
123,through,0.001278890077162229
124,building,0.001278890077162229
125,organize,0.0012735733529267695
126,promoting,0.0012735733529267695
127,swipe,0.0012352232109005049
128,at,0.0012325648487827752
129,meal,0.0012325648487827752
130,technology,0.0012325648487827752
131,electric,0.0012299064866650455
132,spaces,0.0012299064866650455
133,management,0.0012299064866650455
134,how,0.0012299064866650455
135,educate,0.0012245897624295861
136,where,0.0012245897624295861
137,their,0.0012245897624295861
138,etc,0.0011862396204033213
139,trash,0.0011862396204033213
140,upgrades,0.0011835812582855919
141,ways,0.0011835812582855919
142,plan,0.0011835812582855919
143,reusable,0.001180922896167862
144,such,0.0011756061719324026
145,carbon,0.0011756061719324026
146,utensils,0.0011345976677884083
147,culture,0.0011345976677884083
148,wide,0.0011319393056706784
149,systems,0.001129280943552949
150,implementing,0.001129280943552949
151,lake,0.0010856140772912248
152,free,0.0010856140772912248
153,related,0.0010856140772912248
154,like,0.001082955715173495
155,fair,0.001082955715173495
156,stations,0.0010802973530557654
157,making,0.0010366304867940415
158,money,0.0010366304867940415
159,based,0.0010339721246763118
160,sharing,0.001031313762558582
161,develop,0.0010286554004408524
162,encouraging,0.0010286554004408524
163,businesses,0.0010286554004408524
164,bottles,0.0009876468962968581
165,heating,0.0009876468962968581
166,this,0.0009849885341791282
167,efficiency,0.0009823301720613988
168,harvesting,0.0009823301720613988
169,sources,0.0009796718099436689
170,establish,0.0009796718099436689
171,specific,0.0009386633057996745
172,compostable,0.0009386633057996745
173,science,0.0009386633057996745
174,school,0.0009386633057996745
175,clothes,0.0009386633057996745
176,training,0.0009360049436819449
177,collection,0.0009360049436819449
178,usage,0.000933346581564215
179,startups,0.0008896797153024912
180,maybe,0.0008896797153024912
181,ai,0.0008896797153024912
182,paulson,0.0008896797153024912
183,each,0.0008896797153024912
184,accessible,0.0008896797153024912
185,no,0.0008896797153024912
186,outside,0.0008896797153024912
187,thrifting,0.0008896797153024912
188,sustenability,0.0008896797153024912
189,sure,0.0008896797153024912
190,card,0.0008896797153024912
191,sust,0.0008896797153024912
192,habitat,0.0008870213531847614
